Name,type,xcoord,ycoord,zcoord,mvalue
Track1,TRACK,36.8306082742833,0.457957001157968,-21.9572799084708,0
Track1,TRACK,36.8305658537773,0.458184153905745,-21.958562636748,0
Track1,TRACK,36.8305525279513,0.458220838578343,-21.9587800931185,0
Track1,TRACK,36.8305358709225,0.458267528069365,-21.9590563699603,0
Track1,TRACK,36.8305192133903,0.458312550261998,-21.9593237312511,0
Track1,TRACK,36.830500890258,0.458362574864534,-21.9596205009148,0
Track1,TRACK,36.8304792349147,0.45841926968811,-21.9599582590163,0
Track1,TRACK,36.8304509131292,0.458482635756928,-21.9603423066437,0
Track1,TRACK,36.8304259286088,0.458556004598999,-21.9607745660469,0
Track1,TRACK,36.830400943587,0.458627706143645,-21.9611979080364,0
Track1,TRACK,36.8303759580633,0.45869774039084,-21.9616123270243,0
Track1,TRACK,36.8303493059321,0.458769442451163,-21.9620383232832,0
Track1,TRACK,36.8303226563314,0.458849481009582,-21.9625089224428,0
Track1,TRACK,36.8302943406299,0.458932854680896,-21.9630000097677,0
Track1,TRACK,36.8302610251014,0.459021231789684,-21.9635258177295,0
Track1,TRACK,36.8302277105896,0.459112943499999,-21.9640694661066,0
Track1,TRACK,36.8301927304847,0.459209657623943,-21.9646425321698,0
Track1,TRACK,36.8301594190201,0.459311373136342,-21.9652397027239,0
Track1,TRACK,36.8301294397708,0.459406418428844,-21.9657958894968,0
Track1,TRACK,36.8300977944236,0.459504798835709,-21.9663725681603,0
Track1,TRACK,36.8300644829794,0.459606514357332,-21.966969743371,0
Track1,TRACK,36.8300328401777,0.459713231266962,-21.9675910277292,0
Track1,TRACK,36.8300028639935,0.459818280366855,-21.9682007385418,0
Track1,TRACK,36.8299712222206,0.459928331881173,-21.9688398651779,0
Track1,TRACK,36.8299395804559,0.460038383398558,-21.9694789955392,0
Track1,TRACK,36.8299046059877,0.460153437844846,-21.9701501913369,0
Track1,TRACK,36.8298679654263,0.460271827407547,-21.9708418883383,0
Track1,TRACK,36.8298313258889,0.460393551573092,-21.9715514220297,0
Track1,TRACK,36.8297930212747,0.460521945454644,-21.972299290821,0
Track1,TRACK,36.8297597200509,0.460657006995183,-21.9730748850852,0
Track1,TRACK,36.8297230851145,0.460793736867884,-21.9738647099584,0
Track1,TRACK,36.8296847835823,0.460932134559027,-21.9746661093086,0
Track1,TRACK,36.8296464830794,0.461073866853639,-21.9754853565246,0
Track1,TRACK,36.8296065169982,0.46122060156637,-21.9763340177014,0
Track1,TRACK,36.8295665504234,0.461365668984628,-21.977173762396,0
Track1,TRACK,36.8295282504709,0.461509068592968,-21.9780019391328,0
Track1,TRACK,36.829486615791,0.461650801937595,-21.9788265032694,0
Track1,TRACK,36.8294483148488,0.461790866956503,-21.9796368461102,0
Track1,TRACK,36.8294083468036,0.461930932495906,-21.9804498441517,0
Track1,TRACK,36.8293683782626,0.462069330740708,-21.9812539229169,0
Track1,TRACK,36.8293300773605,0.462209395773713,-21.9820642732084,0
Track1,TRACK,36.8292934420598,0.462344458396243,-21.9828452151269,0
Track1,TRACK,36.8292551406744,0.462482856138674,-21.9836466498673,0
Track1,TRACK,36.829215171166,0.462617919803243,-21.9844329049811,0
Track1,TRACK,36.8291768692966,0.462754650255375,-21.9852254269645,0
Track1,TRACK,36.8291385674399,0.462891380712059,-21.9860179517418,0
Track1,TRACK,36.8290952647566,0.463029780024483,-21.9868273613974,0
Track1,TRACK,36.829051961576,0.463166512042826,-21.9876278555021,0
Track1,TRACK,36.8290069912915,0.463303244584204,-21.98843100667,0
Track1,TRACK,36.8289636881363,0.46343997661374,-21.9892315072939,0
Track1,TRACK,36.8289220521103,0.463576708130946,-21.9900293545797,0
Track1,TRACK,36.8288820816805,0.463708437236273,-21.9907977888361,0
Track1,TRACK,36.8288437778679,0.463838498528522,-21.991554656066,0
Track1,TRACK,36.8288088072773,0.463965224189187,-21.9922883715481,0
Track1,TRACK,36.8287805026067,0.46408361128128,-21.9929668707773,0
Track1,TRACK,36.8287521964108,0.464196996476801,-21.9936186112463,0
Track1,TRACK,36.8287222215719,0.464305380294408,-21.9942462462932,0
Track1,TRACK,36.8286872459028,0.464415432971077,-21.994890762493,0
Track1,TRACK,36.828657271592,0.464525484094416,-21.9955273205414,0
Track1,TRACK,36.8286272962652,0.464632200621063,-21.9961460381746,0
Track1,TRACK,36.8286006526182,0.464730579613248,-21.9967148434371,0
Track1,TRACK,36.8285756755822,0.464827290788585,-21.9972720788792,0
Track1,TRACK,36.8285506954778,0.464913998167242,-21.997775785625,0
Track1,TRACK,36.8285257143533,0.464997370948245,-21.9982616538182,0
Track1,TRACK,36.828502397787,0.465072406712565,-21.9987002583221,0
Track1,TRACK,36.828477413595,0.465145775698367,-21.9991326024756,0
Track1,TRACK,36.82845076229,0.465219145205757,-21.9995675953105,0
Track1,TRACK,36.8284224448977,0.465295849834598,-22.0000230865553,0
Track1,TRACK,36.8283891256461,0.465370888725653,-22.0004776185378,0
Track1,TRACK,36.8283608072353,0.465444258759404,-22.00091527123,0
Track1,TRACK,36.8283341564581,0.465519295574998,-22.0013591907918,0
Track1,TRACK,36.8283158428086,0.465599331691007,-22.0018166098744,0
Track1,TRACK,36.8283041991706,0.465684367626396,-22.0022901762277,0
Track1,TRACK,36.8282942226544,0.465769403041673,-22.0027610929683,0
Track1,TRACK,36.8282792453063,0.465856107318505,-22.0032488945872,0
Track1,TRACK,36.82825760001,0.465944480978436,-22.0037562325597,0
Track1,TRACK,36.8282326199718,0.466031188381455,-22.0042599570006,0
Track1,TRACK,36.8282043067329,0.466121231427834,-22.0047868294641,0
Track1,TRACK,36.8281759945274,0.466214609076339,-22.0053315497935,0
Track1,TRACK,36.8281476828421,0.466309654027124,-22.0058851959184,0
Track1,TRACK,36.828117704046,0.46640469950152,-22.006441491656,0
Track1,TRACK,36.8280877252561,0.466499744978571,-22.0069977901876,0
Track1,TRACK,36.8280594141036,0.466596457236752,-22.0075603602454,0
Track1,TRACK,36.8280311029575,0.466693169497381,-22.0081229330972,0
Track1,TRACK,36.8280094597706,0.466788212373981,-22.0086659695953,0
Track1,TRACK,36.8279894811329,0.466874918230696,-22.0091617442667,0
Track1,TRACK,36.8279711685875,0.466958288966994,-22.0096370251849,0
Track1,TRACK,36.8279495212983,0.467039993448323,-22.0101086897776,0
Track1,TRACK,36.8279228736932,0.467125034097072,-22.01060616225,0
Track1,TRACK,36.8278945600063,0.467213409869981,-22.0111241303384,0
Track1,TRACK,36.8278629120911,0.467301786689676,-22.0116474106908,0
Track1,TRACK,36.8278312652118,0.467393498112124,-22.0121885295957,0
Track1,TRACK,36.8277996178227,0.467483542237382,-22.0127207376063,0
Track1,TRACK,36.8277696365249,0.467570251242831,-22.0132324434817,0
Track1,TRACK,36.8277463231843,0.467655290860165,-22.0137246139348,0
Track1,TRACK,36.8277230083013,0.4677353285791,-22.0141900219023,0
Track1,TRACK,36.8277013615714,0.467818700376912,-22.0146706197411,0
Track1,TRACK,36.8276797143302,0.467900404876159,-22.0151422983035,0
Track1,TRACK,36.8276564015249,0.467987111800055,-22.0156433982775,0
Track1,TRACK,36.8276330882086,0.468072151425591,-22.0161355743185,0
Track1,TRACK,36.8276081088127,0.468160526176184,-22.0166482524946,0
Track1,TRACK,36.8275814628216,0.468250568752104,-22.0171725051478,0
Track1,TRACK,36.8275564849859,0.468343945406848,-22.0177119541913,0
Track1,TRACK,36.8275315066396,0.468435654763473,-22.0182424783707,0
Track1,TRACK,36.8275065262325,0.468520694921715,-22.0187373161316,0
Track1,TRACK,36.8274832129472,0.468605734558091,-22.0192295024171,0
Track1,TRACK,36.8274615662671,0.468689106372171,-22.0197101132944,0
Track1,TRACK,36.8274382535086,0.468775813311891,-22.0202112253755,0
Track1,TRACK,36.8274116080724,0.468867523201806,-22.0207444094121,0
Track1,TRACK,36.8273816278909,0.468957566842126,-22.0212739817798,0
Track1,TRACK,36.8273499816323,0.469050945609577,-22.0218240488321,0
Track1,TRACK,36.8273200009445,0.469139321955032,-22.0223447019234,0
Track1,TRACK,36.8272950216132,0.469227696729507,-22.0228573968634,0
Track1,TRACK,36.8272717099219,0.469317738281422,-22.0233763577417,0
Track1,TRACK,36.8272483987539,0.469409447135216,-22.0239042472094,0
Track1,TRACK,36.827221754911,0.469506158940881,-22.0244642114267,0
Track1,TRACK,36.8271917763223,0.469601204498488,-22.025020558387,0
Track1,TRACK,36.8271617982579,0.469697917358902,-22.0255858320743,0
Track1,TRACK,36.8271301525646,0.469792963446988,-22.0261448379606,0
Track1,TRACK,36.8271018411117,0.469888008487338,-22.0266985362396,0
Track1,TRACK,36.827075196782,0.469983053004687,-22.0272495876998,0
Track1,TRACK,36.8270452182243,0.47007809857526,-22.027805943042,0
Track1,TRACK,36.8270152401914,0.470174811448702,-22.0283712241799,0
Track1,TRACK,36.8269869292819,0.470271523799038,-22.028933852911,0
Track1,TRACK,36.8269569497053,0.470363234776932,-22.0294723697007,0
Track1,TRACK,36.8269253019793,0.470451611682842,-22.0299956928939,0
Track1,TRACK,36.8268919881795,0.470543323718146,-22.0305395191535,0
Track1,TRACK,36.8268620091389,0.470636702004402,-22.0310869598761,0
Track1,TRACK,36.8268303640255,0.470733415420173,-22.0316549073905,0
Track1,TRACK,36.82680538531,0.470823457531956,-22.0321765448898,0
Track1,TRACK,36.8267804050415,0.470908497744695,-22.032671415247,0
Track1,TRACK,36.8267604245711,0.470988534478568,-22.0331315575168,0
Track1,TRACK,36.826747114133,0.471073571007891,-22.0336078610271,0
Track1,TRACK,36.8267338047393,0.471161942138319,-22.0341020068154,0
Track1,TRACK,36.8267121613245,0.471255317804651,-22.034636195749,0
Track1,TRACK,36.8266855165639,0.471348695053528,-22.0351783391088,0
Track1,TRACK,36.8266572062524,0.471447074732705,-22.0357499131933,0
Track1,TRACK,36.8266322317425,0.471550455260787,-22.0363429468125,0
Track1,TRACK,36.8266022574492,0.471658839274019,-22.0369707150385,0
Track1,TRACK,36.82656894945,0.471768891645368,-22.0376127129421,0
Track1,TRACK,36.8265339748623,0.471880611848051,-22.0382662909105,0
Track1,TRACK,36.8265006684419,0.471995666127264,-22.0389350624755,0
Track1,TRACK,36.8264656949132,0.472110720937782,-22.0396064920351,0
Track1,TRACK,36.8264323885109,0.472225775223886,-22.040275269188,0
Track1,TRACK,36.8263674407658,0.472449214076236,-22.0415744856,0
Track1,TRACK,36.8263324672729,0.472564268900704,-22.0422459216788,0
Track1,TRACK,36.8262924924369,0.472679325314605,-22.0429253224283,0
Track1,TRACK,36.826254185249,0.472796048504672,-22.0436109947041,0
Track1,TRACK,36.8262175451877,0.472912771170105,-22.0442940155044,0
Track1,TRACK,36.8261775714228,0.473031162197958,-22.0449912697077,0
Track1,TRACK,36.8261375971454,0.473147885929852,-22.045679602772,0
Track1,TRACK,36.8261009576343,0.473266275908141,-22.0463715540245,0
Track1,TRACK,36.82606765289,0.473386332132065,-22.0470671243966,0
Track1,TRACK,36.8260343492006,0.473509722960442,-22.0477805435658,0
Track1,TRACK,36.8259993784041,0.473633114321985,-22.0484966197982,0
Track1,TRACK,36.8259644070953,0.473754838386738,-22.0492037758231,0
Track1,TRACK,36.8259294373655,0.473881564356855,-22.049937704578,0
Track1,TRACK,36.8258944671236,0.47400662303018,-22.050662714988,0
Track1,TRACK,36.825857829775,0.474131682237579,-22.0513903768733,0
Track1,TRACK,36.8258228590313,0.474255073617997,-22.052106465213,0
Track1,TRACK,36.8257878882979,0.474378465002134,-22.0528225600719,0
Track1,TRACK,36.8257545841689,0.474500188558667,-22.05352707766,0
Track1,TRACK,36.8257212805739,0.474623579419232,-22.0542405163869,0
Track1,TRACK,36.8256896435829,0.474745302451617,-22.0549423890188,0
Track1,TRACK,36.8256696748525,0.474862019867075,-22.0555989155546,0
Track1,TRACK,36.8256647075681,0.47497039599914,-22.0561869414523,0
Track1,TRACK,36.8256697414235,0.475073767040092,-22.0567322783172,0
Track1,TRACK,36.8256697697382,0.475163801269151,-22.0572141828015,0
Track1,TRACK,36.8256564584963,0.475245503247294,-22.0576726924628,0
Track1,TRACK,36.825626471888,0.475313872138622,-22.0580863477662,0
Track1,TRACK,36.8255881465475,0.475372239887557,-22.0584597233683,0
Track1,TRACK,36.8255414871954,0.475435612200178,-22.0588731374592,0
Track1,TRACK,36.8254998291982,0.475498982920726,-22.05927859433,0
Track1,TRACK,36.8254631757051,0.475572355852422,-22.0597296366468,0
Track1,TRACK,36.8254315246183,0.475649061792178,-22.0601905677468,0
Track1,TRACK,36.8254015432784,0.47573410370572,-22.0606934688985,0
Track1,TRACK,36.8253715640441,0.47582581482454,-22.0612320704386,0
Track1,TRACK,36.8253415853409,0.475919193246655,-22.0617795940489,0
Track1,TRACK,36.8253116061182,0.476010904370647,-22.0623181974515,0
Track1,TRACK,36.8252799582071,0.476097614127654,-22.0628326823935,0
Track1,TRACK,36.8252549771948,0.476179319854197,-22.0633097793907,0
Track1,TRACK,36.8252349938602,0.476249352878855,-22.0637164488435,0
Track1,TRACK,36.8252166871109,0.476349396785304,-22.0642811050639,0
Track1,TRACK,36.8252150278805,0.476374406829381,-22.0644176248461,0
Track1,TRACK,36.8252067270014,0.476484451342811,-22.0650199092925,0
Track1,TRACK,36.8251800725808,0.476546149999827,-22.0653925724328,0
Track1,TRACK,36.8251550863326,0.47661118272684,-22.0657804338261,0
Track1,TRACK,36.8251334348488,0.476677881689642,-22.0661719087511,0
Track1,TRACK,36.8251117833681,0.476744580653797,-22.066563389264,0
Track1,TRACK,36.8250901324167,0.476812946920065,-22.0669637927786,0
Track1,TRACK,36.8250684809421,0.476879645886925,-22.0673552686349,0
Track1,TRACK,36.825050159494,0.476933005381565,-22.0676700463519,0
Track1,TRACK,36.8250368357151,0.476974692170524,-22.0679143900052,0
Track1,TRACK,36.825025175369,0.477004707320697,-22.0680936099961,0
Track1,TRACK,36.8250185132172,0.477024717065189,-22.0682113179937,0
Track1,TRACK,36.8250151821414,0.477034721937485,-22.0682701719925,0
Track1,TRACK,36.8250135150236,0.477034722471237,-22.0682728253305,0
Track199,TRACK,36.8250085062981,0.477011381861082,-22.0681558400393,0
Track199,TRACK,36.8250068386538,0.477009715093999,-22.068149571307,0
Track199,TRACK,36.825008505245,0.477008047259463,-22.0681379921734,0
Track199,TRACK,36.8250085062981,0.477011381861082,-22.0681558400393,0
Track199,TRACK,36.8250051757488,0.477023054034253,-22.0682236216962,0
Track199,TRACK,36.8249951819948,0.477051401350704,-22.0683912588283,0
Track199,TRACK,36.8249801905749,0.477091421374636,-22.0686293346807,0
Track199,TRACK,36.8249618680808,0.477141446271917,-22.0689262608066,0
Track199,TRACK,36.8249435487493,0.477201474975179,-22.0692767398432,0
Track199,TRACK,36.8249252304741,0.477264838281118,-22.0696450667456,0
Track199,TRACK,36.8249085787924,0.477326533753135,-22.0700018173084,0
Track199,TRACK,36.8248919276403,0.477389896526854,-22.0703674927354,0
Track199,TRACK,36.8248736088461,0.477451592534834,-22.0707268966362,0
Track199,TRACK,36.8248552911089,0.477516623145527,-22.0711041558534,0
Track199,TRACK,36.8248369744291,0.477584988359005,-22.0714992582798,0
Track199,TRACK,36.8248186572252,0.477651686272646,-22.0718854414299,0
Track199,TRACK,36.8248020081969,0.477721718254486,-22.0722868200392,0
Track199,TRACK,36.8247836915268,0.477790083471009,-22.0726819280535,0
Track199,TRACK,36.8247637066869,0.477855114621502,-22.0730618396774,0
Track199,TRACK,36.824743720267,0.477915143870527,-22.0734149767086,0
Track199,TRACK,36.8247237327942,0.477971838518868,-22.0737502640113,0
Track199,TRACK,36.824705410858,0.478023530730688,-22.0740561271086,0
Track199,TRACK,36.8246887560414,0.478075222408439,-22.0743593368679,0
Track199,TRACK,36.8246704356926,0.478131916524785,-22.0746919708326,0
Track199,TRACK,36.8246587843452,0.478190275802544,-22.0750229218975,0
Track199,TRACK,36.8246521338257,0.478246966174287,-22.0753369843587,0
Track199,TRACK,36.8246588197228,0.478301984963187,-22.0756208999082,0
Track199,TRACK,36.8246655072062,0.478362005653759,-22.0759315891191,0
Track199,TRACK,36.8246688609844,0.478423694714902,-22.0762565117329,0
Track199,TRACK,36.824663880233,0.478488721054112,-22.076612549834,0
Track199,TRACK,36.8246588994843,0.478553747393126,-22.0769685897976,0
Track199,TRACK,36.8246572524457,0.478617105359978,-22.077310398221,0
Track199,TRACK,36.824650605642,0.478685466835794,-22.0776869449764,0
Track199,TRACK,36.8246406256632,0.478757163984638,-22.0780866472051,0
Track199,TRACK,36.8246306483313,0.478837197637692,-22.0785309784114,0
Track199,TRACK,36.8246273389459,0.478915561846333,-22.0789557695389,0
Track199,TRACK,36.8246256993265,0.479002262022236,-22.0794225335121,0
Track199,TRACK,36.8246257263007,0.479087294360345,-22.0798777239397,0
Track199,TRACK,36.8246274198684,0.479170658860471,-22.0803213361651,0
Track199,TRACK,36.8246307810873,0.479255690123783,-22.0807712199166,0
Track199,TRACK,36.8246374765461,0.479340720312837,-22.0812157979235,0
Track199,TRACK,36.8246475062444,0.479425749427083,-22.0816550729796,0
Track199,TRACK,36.8246575359473,0.479510778539162,-22.0820943471044,0
Track199,TRACK,36.8246725664775,0.479594138738455,-22.0825167410076,0
Track199,TRACK,36.8246959283624,0.479664157847137,-22.0828544618562,0
Track199,TRACK,36.8247259587192,0.47973417480573,-22.0831815712154,0
Track199,TRACK,36.8247559901374,0.479807526361734,-22.0835265293717,0
Track199,TRACK,36.8247843555002,0.479884213051873,-22.0838919971138,0
Track199,TRACK,36.8248127208657,0.47996089973835,-22.0842574648559,0
Track199,TRACK,36.8248444209982,0.480039252647201,-22.0846265507862,0
Track199,TRACK,36.8248794548376,0.480115937177373,-22.0849814070389,0
Track199,TRACK,36.8249044875672,0.480197626827449,-22.0853789607063,0
Track199,TRACK,36.8249128485996,0.480277654547572,-22.0857941228896,0
Track199,TRACK,36.8249112079943,0.480361020090906,-22.0862430566922,0
Track199,TRACK,36.8248945633407,0.4804443904715,-22.0867158742622,0
Track199,TRACK,36.8248695820457,0.480524428941081,-22.0871841050684,0
Track199,TRACK,36.8248046138233,0.480679508825948,-22.0881176767871,0
Track199,TRACK,36.8247679637831,0.480762885667821,-22.0886223400012,0
Track199,TRACK,36.8247363150987,0.480846260898765,-22.0891190413386,0
