Name,xcoord,ycoord
Stream/Seasonal Channel,36.80891,0.51313
Stream/Seasonal Channel,36.808943,0.513039
Stream/Seasonal Channel,36.809209,0.512859
Stream/Seasonal Channel,36.809497,0.512678
Stream/Seasonal Channel,36.810032,0.512497
Stream/Seasonal Channel,36.810392,0.512407
Stream/Seasonal Channel,36.810868,0.512588
Stream/Seasonal Channel,36.811226,0.512498
Stream/Seasonal Channel,36.811638,0.512227
Stream/Seasonal Channel,36.812196,0.512046
Stream/Seasonal Channel,36.812711,0.511956
Stream/Seasonal Channel,36.813391,0.511594
Stream/Seasonal Channel,36.814372,0.511143
Stream/Seasonal Channel,36.815151,0.510781
Stream/Seasonal Channel,36.815896,0.51033
Stream/Seasonal Channel,36.816598,0.509968
Stream/Seasonal Channel,36.817327,0.509788
Stream/Seasonal Channel,36.817802,0.509969
Stream/Seasonal Channel,36.818095,0.509969
Stream/Seasonal Channel,36.81844,0.509788
Stream/Seasonal Channel,36.818807,0.509607
Stream/Seasonal Channel,36.819343,0.509336
Stream/Seasonal Channel,36.819802,0.509246
Stream/Seasonal Channel,36.820244,0.508885
Stream/Seasonal Channel,36.897766,0.515239
Stream/Seasonal Channel,36.897656,0.51533
Stream/Seasonal Channel,36.897426,0.515601
Stream/Seasonal Channel,36.897057,0.516234
Stream/Seasonal Channel,36.896623,0.517047
Stream/Seasonal Channel,36.896163,0.51759
Stream/Seasonal Channel,36.895813,0.518042
Stream/Seasonal Channel,36.895365,0.518674
Stream/Seasonal Channel,36.895094,0.519126
Stream/Seasonal Channel,36.894642,0.519578
Stream/Seasonal Channel,36.894347,0.52003
Stream/Seasonal Channel,36.894165,0.520482
Stream/Seasonal Channel,36.893863,0.521025
Stream/Seasonal Channel,36.89356,0.521567
Stream/Seasonal Channel,36.893444,0.521928
Stream/Seasonal Channel,36.893416,0.52229
Stream/Seasonal Channel,36.893376,0.522471
Stream/Seasonal Channel,36.893404,0.522742
Stream/Seasonal Channel,36.893397,0.522923
Stream/Seasonal Channel,36.893394,0.523285
Stream/Seasonal Channel,36.893399,0.523556
Stream/Seasonal Channel,36.893354,0.524008
Stream/Seasonal Channel,36.893296,0.52446
Stream/Seasonal Channel,36.893139,0.525002
Stream/Seasonal Channel,36.893027,0.525545
Stream/Seasonal Channel,36.893035,0.525997
Stream/Seasonal Channel,36.893066,0.526359
Stream/Seasonal Channel,36.893053,0.526811
Stream/Seasonal Channel,36.893064,0.527263
Stream/Seasonal Channel,36.893119,0.527805
Stream/Seasonal Channel,36.893207,0.528167
Stream/Seasonal Channel,36.893306,0.528529
Stream/Seasonal Channel,36.893312,0.52889
Stream/Seasonal Channel,36.893263,0.529161
Stream/Seasonal Channel,36.91318,0.517234
Stream/Seasonal Channel,36.913042,0.517234
Stream/Seasonal Channel,36.912605,0.517324
Stream/Seasonal Channel,36.91228,0.517324
Stream/Seasonal Channel,36.911962,0.517233
Stream/Seasonal Channel,36.911653,0.517052
Stream/Seasonal Channel,36.911517,0.517052
Stream/Seasonal Channel,36.911135,0.517052
Stream/Seasonal Channel,36.91063,0.517052
Stream/Seasonal Channel,36.910192,0.517142
Stream/Seasonal Channel,36.909927,0.517413
Stream/Seasonal Channel,36.909558,0.517504
Stream/Seasonal Channel,36.90921,0.517504
Stream/Seasonal Channel,36.908761,0.517684
Stream/Seasonal Channel,36.908368,0.517684
Stream/Seasonal Channel,36.907942,0.517684
Stream/Seasonal Channel,36.907469,0.517684
Stream/Seasonal Channel,36.907082,0.518045
Stream/Seasonal Channel,36.906704,0.518226
Stream/Seasonal Channel,36.90634,0.518588
Stream/Seasonal Channel,36.905812,0.51922
Stream/Seasonal Channel,36.905508,0.519672
Stream/Seasonal Channel,36.905301,0.520034
Stream/Seasonal Channel,36.904894,0.520486
Stream/Seasonal Channel,36.904596,0.520757
Stream/Seasonal Channel,36.904425,0.521118
Stream/Seasonal Channel,36.904485,0.521299
Stream/Seasonal Channel,36.904271,0.521842
Stream/Seasonal Channel,36.904088,0.522203
Stream/Seasonal Channel,36.903794,0.522655
Stream/Seasonal Channel,36.903445,0.523198
Stream/Seasonal Channel,36.903212,0.523378
Stream/Seasonal Channel,36.902834,0.523559
Stream/Seasonal Channel,36.902569,0.52374
Stream/Seasonal Channel,36.902418,0.524192
Stream/Seasonal Channel,36.902155,0.524463
Stream/Seasonal Channel,36.901949,0.524734
Stream/Seasonal Channel,36.901738,0.525005
Stream/Seasonal Channel,36.901472,0.525096
Stream/Seasonal Channel,36.901262,0.525367
Stream/Seasonal Channel,36.901068,0.525728
Stream/Seasonal Channel,36.900775,0.526271
Stream/Seasonal Channel,36.900327,0.526813
Stream/Seasonal Channel,36.899942,0.527265
Stream/Seasonal Channel,36.899622,0.527536
Stream/Seasonal Channel,36.899227,0.527536
Stream/Seasonal Channel,36.898926,0.527717
Stream/Seasonal Channel,36.898493,0.527897
Stream/Seasonal Channel,36.898171,0.528078
Stream/Seasonal Channel,36.897905,0.528349
Stream/Seasonal Channel,36.897471,0.52853
Stream/Seasonal Channel,36.897125,0.528711
Stream/Seasonal Channel,36.896557,0.528982
Stream/Seasonal Channel,36.896122,0.529162
Stream/Seasonal Channel,36.895717,0.529162
Stream/Seasonal Channel,36.895267,0.529162
Stream/Seasonal Channel,36.894757,0.529071
Stream/Seasonal Channel,36.894383,0.528891
Stream/Seasonal Channel,36.89387,0.529071
Stream/Seasonal Channel,36.893513,0.529252
Stream/Seasonal Channel,36.931209,0.516064
Stream/Seasonal Channel,36.931085,0.515974
Stream/Seasonal Channel,36.930824,0.515883
Stream/Seasonal Channel,36.930427,0.515793
Stream/Seasonal Channel,36.929909,0.515793
Stream/Seasonal Channel,36.929559,0.515702
Stream/Seasonal Channel,36.929127,0.515521
Stream/Seasonal Channel,36.928483,0.51543
Stream/Seasonal Channel,36.928066,0.51543
Stream/Seasonal Channel,36.927356,0.51534
Stream/Seasonal Channel,36.92667,0.51543
Stream/Seasonal Channel,36.926018,0.51543
Stream/Seasonal Channel,36.925679,0.51543
Stream/Seasonal Channel,36.925527,0.515158
Stream/Seasonal Channel,36.925021,0.515158
Stream/Seasonal Channel,36.924769,0.514887
Stream/Seasonal Channel,36.924551,0.514796
Stream/Seasonal Channel,36.924278,0.514706
Stream/Seasonal Channel,36.923651,0.514254
Stream/Seasonal Channel,36.923142,0.514253
Stream/Seasonal Channel,36.922651,0.513892
Stream/Seasonal Channel,36.921951,0.513801
Stream/Seasonal Channel,36.921567,0.51371
Stream/Seasonal Channel,36.920903,0.513801
Stream/Seasonal Channel,36.920421,0.5138
Stream/Seasonal Channel,36.919767,0.514343
Stream/Seasonal Channel,36.919346,0.514614
Stream/Seasonal Channel,36.918766,0.514885
Stream/Seasonal Channel,36.918397,0.514975
Stream/Seasonal Channel,36.9181,0.515246
Stream/Seasonal Channel,36.917757,0.515517
Stream/Seasonal Channel,36.917479,0.515698
Stream/Seasonal Channel,36.917152,0.515698
Stream/Seasonal Channel,36.916661,0.515879
Stream/Seasonal Channel,36.91625,0.51615
Stream/Seasonal Channel,36.915662,0.516511
Stream/Seasonal Channel,36.915275,0.516873
Stream/Seasonal Channel,36.91477,0.516963
Stream/Seasonal Channel,36.914424,0.517053
Stream/Seasonal Channel,36.91393,0.517144
Stream/Seasonal Channel,36.913391,0.517234
Stream/Seasonal Channel,36.95179,0.528458
Stream/Seasonal Channel,36.951734,0.528548
Stream/Seasonal Channel,36.951524,0.528639
Stream/Seasonal Channel,36.950878,0.529
Stream/Seasonal Channel,36.950375,0.529181
Stream/Seasonal Channel,36.949939,0.529361
Stream/Seasonal Channel,36.949346,0.529452
Stream/Seasonal Channel,36.948878,0.529723
Stream/Seasonal Channel,36.948569,0.529994
Stream/Seasonal Channel,36.948144,0.530175
Stream/Seasonal Channel,36.947717,0.530174
Stream/Seasonal Channel,36.947303,0.530265
Stream/Seasonal Channel,36.946981,0.530536
Stream/Seasonal Channel,36.947031,0.530717
Stream/Seasonal Channel,36.946914,0.530988
Stream/Seasonal Channel,36.946604,0.531259
Stream/Seasonal Channel,36.946355,0.531711
Stream/Seasonal Channel,36.946058,0.532073
Stream/Seasonal Channel,36.945571,0.532434
Stream/Seasonal Channel,36.945272,0.532615
Stream/Seasonal Channel,36.94504,0.532886
Stream/Seasonal Channel,36.9415,0.525832
Stream/Seasonal Channel,36.941502,0.526013
Stream/Seasonal Channel,36.941535,0.526465
Stream/Seasonal Channel,36.941669,0.526917
Stream/Seasonal Channel,36.94171,0.527279
Stream/Seasonal Channel,36.941752,0.527641
Stream/Seasonal Channel,36.941638,0.528093
Stream/Seasonal Channel,36.941568,0.528454
Stream/Seasonal Channel,36.941616,0.528635
Stream/Seasonal Channel,36.941552,0.529268
Stream/Seasonal Channel,36.941672,0.52963
Stream/Seasonal Channel,36.942015,0.529901
Stream/Seasonal Channel,36.942122,0.530173
Stream/Seasonal Channel,36.942423,0.530534
Stream/Seasonal Channel,36.942915,0.530987
Stream/Seasonal Channel,36.943352,0.531348
Stream/Seasonal Channel,36.943783,0.531981
Stream/Seasonal Channel,36.944262,0.532343
Stream/Seasonal Channel,36.944551,0.532615
Stream/Seasonal Channel,36.944737,0.532886
Stream/Seasonal Channel,36.945061,0.532976
Stream/Seasonal Channel,36.945078,0.533067
Stream/Seasonal Channel,36.945049,0.533248
Stream/Seasonal Channel,36.94502,0.533428
Stream/Seasonal Channel,36.944949,0.53379
Stream/Seasonal Channel,36.944811,0.534242
Stream/Seasonal Channel,36.944699,0.534785
Stream/Seasonal Channel,36.944662,0.535146
Stream/Seasonal Channel,36.944561,0.535689
Stream/Seasonal Channel,36.944481,0.536141
Stream/Seasonal Channel,36.944433,0.536502
Stream/Seasonal Channel,36.944354,0.537045
Stream/Seasonal Channel,36.94426,0.537406
Stream/Seasonal Channel,36.943981,0.537949
Stream/Seasonal Channel,36.943862,0.538672
Stream/Seasonal Channel,36.943769,0.539124
Stream/Seasonal Channel,36.943508,0.539486
Stream/Seasonal Channel,36.943243,0.539757
Stream/Seasonal Channel,36.942889,0.540028
Stream/Seasonal Channel,36.942479,0.54039
Stream/Seasonal Channel,36.94237,0.54048
Stream/Seasonal Channel,36.942048,0.540751
Stream/Seasonal Channel,36.941679,0.540841
Stream/Seasonal Channel,36.94139,0.541022
Stream/Seasonal Channel,36.941124,0.541203
Stream/Seasonal Channel,36.940628,0.541655
Stream/Seasonal Channel,36.94019,0.542287
Stream/Seasonal Channel,36.939781,0.542559
Stream/Seasonal Channel,36.939338,0.54292
Stream/Seasonal Channel,36.939128,0.543191
Stream/Seasonal Channel,36.938757,0.543101
Stream/Seasonal Channel,36.938411,0.543372
Stream/Seasonal Channel,36.938124,0.543553
Stream/Seasonal Channel,36.937766,0.543733
Stream/Seasonal Channel,36.937442,0.543824
Stream/Seasonal Channel,36.93687,0.543914
Stream/Seasonal Channel,36.936364,0.543914
Stream/Seasonal Channel,36.936025,0.543823
Stream/Seasonal Channel,36.93553,0.543823
Stream/Seasonal Channel,36.935139,0.544004
Stream/Seasonal Channel,36.934838,0.544184
Stream/Seasonal Channel,36.934537,0.544275
Stream/Seasonal Channel,36.933932,0.544365
Stream/Seasonal Channel,36.933447,0.544365
Stream/Seasonal Channel,36.932615,0.544364
Stream/Seasonal Channel,36.932017,0.544364
Stream/Seasonal Channel,36.931567,0.544364
Stream/Seasonal Channel,36.931139,0.544364
Stream/Seasonal Channel,36.930835,0.544364
Stream/Seasonal Channel,36.930508,0.544364
Stream/Seasonal Channel,36.929856,0.544363
Stream/Seasonal Channel,36.929339,0.544454
Stream/Seasonal Channel,36.928868,0.544544
Stream/Seasonal Channel,36.928444,0.544725
Stream/Seasonal Channel,36.927943,0.544905
Stream/Seasonal Channel,36.927462,0.545086
Stream/Seasonal Channel,36.927226,0.545086
Stream/Seasonal Channel,36.926936,0.545266
Stream/Seasonal Channel,36.926701,0.545266
Stream/Seasonal Channel,36.926324,0.545628
Stream/Seasonal Channel,36.926016,0.545899
Stream/Seasonal Channel,36.925739,0.54608
Stream/Seasonal Channel,36.925392,0.54617
Stream/Seasonal Channel,36.925189,0.54617
Stream/Seasonal Channel,36.924877,0.54626
Stream/Seasonal Channel,36.924608,0.546351
Stream/Seasonal Channel,36.92445,0.546351
Stream/Seasonal Channel,36.930531,0.538125
Stream/Seasonal Channel,36.930433,0.538306
Stream/Seasonal Channel,36.930126,0.538667
Stream/Seasonal Channel,36.929893,0.538848
Stream/Seasonal Channel,36.929481,0.539119
Stream/Seasonal Channel,36.928965,0.539119
Stream/Seasonal Channel,36.928598,0.5393
Stream/Seasonal Channel,36.928119,0.539571
Stream/Seasonal Channel,36.927622,0.540023
Stream/Seasonal Channel,36.927313,0.540294
Stream/Seasonal Channel,36.926873,0.540746
Stream/Seasonal Channel,36.92642,0.541198
Stream/Seasonal Channel,36.926056,0.541469
Stream/Seasonal Channel,36.925633,0.54174
Stream/Seasonal Channel,36.925201,0.542101
Stream/Seasonal Channel,36.924924,0.542282
Stream/Seasonal Channel,36.92467,0.542463
Stream/Seasonal Channel,36.924526,0.542644
Stream/Seasonal Channel,36.92452,0.542824
Stream/Seasonal Channel,36.924661,0.543186
Stream/Seasonal Channel,36.924691,0.543457
Stream/Seasonal Channel,36.924642,0.543819
Stream/Seasonal Channel,36.924537,0.54409
Stream/Seasonal Channel,36.924465,0.544452
Stream/Seasonal Channel,36.924496,0.544814
Stream/Seasonal Channel,36.92451,0.544994
Stream/Seasonal Channel,36.924273,0.545446
Stream/Seasonal Channel,36.924158,0.545898
Stream/Seasonal Channel,36.924234,0.54626
Stream/Seasonal Channel,36.881757,0.54516
Stream/Seasonal Channel,36.881826,0.545251
Stream/Seasonal Channel,36.882305,0.545612
Stream/Seasonal Channel,36.882649,0.545793
Stream/Seasonal Channel,36.883038,0.546155
Stream/Seasonal Channel,36.883518,0.546427
Stream/Seasonal Channel,36.88387,0.546607
Stream/Seasonal Channel,36.884236,0.546879
Stream/Seasonal Channel,36.884614,0.54715
Stream/Seasonal Channel,36.885138,0.547422
Stream/Seasonal Channel,36.885412,0.547603
Stream/Seasonal Channel,36.885655,0.547874
Stream/Seasonal Channel,36.885852,0.548145
Stream/Seasonal Channel,36.886119,0.548507
Stream/Seasonal Channel,36.886258,0.548688
Stream/Seasonal Channel,36.889651,0.545796
Stream/Seasonal Channel,36.88976,0.545705
Stream/Seasonal Channel,36.890017,0.545615
Stream/Seasonal Channel,36.890334,0.545615
Stream/Seasonal Channel,36.890594,0.545706
Stream/Seasonal Channel,36.890831,0.545706
Stream/Seasonal Channel,36.891247,0.545706
Stream/Seasonal Channel,36.891605,0.545616
Stream/Seasonal Channel,36.891939,0.545435
Stream/Seasonal Channel,36.892308,0.545345
Stream/Seasonal Channel,36.892709,0.545164
Stream/Seasonal Channel,36.893067,0.544983
Stream/Seasonal Channel,36.893469,0.544893
Stream/Seasonal Channel,36.893939,0.544712
Stream/Seasonal Channel,36.89441,0.544622
Stream/Seasonal Channel,36.894689,0.544532
Stream/Seasonal Channel,36.895144,0.544261
Stream/Seasonal Channel,36.895388,0.54408
Stream/Seasonal Channel,36.895729,0.543719
Stream/Seasonal Channel,36.895971,0.543447
Stream/Seasonal Channel,36.896267,0.543086
Stream/Seasonal Channel,36.896599,0.542815
Stream/Seasonal Channel,36.896829,0.542544
Stream/Seasonal Channel,36.89708,0.542092
Stream/Seasonal Channel,36.897274,0.54173
Stream/Seasonal Channel,36.897559,0.541368
Stream/Seasonal Channel,36.897923,0.541097
Stream/Seasonal Channel,36.898174,0.540645
Stream/Seasonal Channel,36.898567,0.540193
Stream/Seasonal Channel,36.898861,0.539651
Stream/Seasonal Channel,36.899178,0.539199
Stream/Seasonal Channel,36.899575,0.538838
Stream/Seasonal Channel,36.900074,0.538476
Stream/Seasonal Channel,36.900251,0.538295
Stream/Seasonal Channel,36.900539,0.538115
Stream/Seasonal Channel,36.900819,0.538024
Stream/Seasonal Channel,36.901161,0.537753
Stream/Seasonal Channel,36.901764,0.537482
Stream/Seasonal Channel,36.902302,0.537392
Stream/Seasonal Channel,36.902694,0.537302
Stream/Seasonal Channel,36.90301,0.537302
Stream/Seasonal Channel,36.903435,0.537212
Stream/Seasonal Channel,36.903983,0.537031
Stream/Seasonal Channel,36.9045,0.537031
Stream/Seasonal Channel,36.905039,0.536941
Stream/Seasonal Channel,36.905558,0.537031
Stream/Seasonal Channel,36.905843,0.537212
Stream/Seasonal Channel,36.906409,0.537303
Stream/Seasonal Channel,36.906951,0.537394
Stream/Seasonal Channel,36.90747,0.537484
Stream/Seasonal Channel,36.907887,0.537484
Stream/Seasonal Channel,36.908281,0.537484
Stream/Seasonal Channel,36.908656,0.537575
Stream/Seasonal Channel,36.908929,0.537756
Stream/Seasonal Channel,36.909278,0.537756
Stream/Seasonal Channel,36.909602,0.537666
Stream/Seasonal Channel,36.91009,0.537304
Stream/Seasonal Channel,36.910508,0.537395
Stream/Seasonal Channel,36.910836,0.537395
Stream/Seasonal Channel,36.91134,0.537305
Stream/Seasonal Channel,36.911819,0.537034
Stream/Seasonal Channel,36.912324,0.537034
Stream/Seasonal Channel,36.912706,0.536944
Stream/Seasonal Channel,36.913055,0.536944
Stream/Seasonal Channel,36.913391,0.536853
Stream/Seasonal Channel,36.913827,0.536763
Stream/Seasonal Channel,36.914252,0.536673
Stream/Seasonal Channel,36.914835,0.536492
Stream/Seasonal Channel,36.915488,0.536492
Stream/Seasonal Channel,36.916095,0.536493
Stream/Seasonal Channel,36.916692,0.536402
Stream/Seasonal Channel,36.917039,0.536312
Stream/Seasonal Channel,36.917498,0.536222
Stream/Seasonal Channel,36.917911,0.536132
Stream/Seasonal Channel,36.918215,0.536132
Stream/Seasonal Channel,36.918439,0.536041
Stream/Seasonal Channel,36.918965,0.535951
Stream/Seasonal Channel,36.919393,0.535861
Stream/Seasonal Channel,36.919914,0.536042
Stream/Seasonal Channel,36.92015,0.536042
Stream/Seasonal Channel,36.928113,0.525105
Stream/Seasonal Channel,36.927794,0.525105
Stream/Seasonal Channel,36.927333,0.525195
Stream/Seasonal Channel,36.92691,0.525375
Stream/Seasonal Channel,36.926474,0.525556
Stream/Seasonal Channel,36.926059,0.525646
Stream/Seasonal Channel,36.925813,0.525737
Stream/Seasonal Channel,36.925476,0.525737
Stream/Seasonal Channel,36.92522,0.525917
Stream/Seasonal Channel,36.925014,0.526189
Stream/Seasonal Channel,36.924791,0.526369
Stream/Seasonal Channel,36.924174,0.52646
Stream/Seasonal Channel,36.923794,0.52655
Stream/Seasonal Channel,36.923442,0.526459
Stream/Seasonal Channel,36.923271,0.526369
Stream/Seasonal Channel,36.923112,0.526278
Stream/Seasonal Channel,36.922885,0.526188
Stream/Seasonal Channel,36.922601,0.526097
Stream/Seasonal Channel,36.922069,0.525916
Stream/Seasonal Channel,36.921675,0.525916
Stream/Seasonal Channel,36.921218,0.525645
Stream/Seasonal Channel,36.920918,0.525283
Stream/Seasonal Channel,36.920655,0.525102
Stream/Seasonal Channel,36.92037,0.524921
Stream/Seasonal Channel,36.920003,0.52465
Stream/Seasonal Channel,36.919602,0.524288
Stream/Seasonal Channel,36.91935,0.524107
Stream/Seasonal Channel,36.919135,0.523565
Stream/Seasonal Channel,36.91901,0.522932
Stream/Seasonal Channel,36.918677,0.52266
Stream/Seasonal Channel,36.918456,0.522299
Stream/Seasonal Channel,36.918314,0.522027
Stream/Seasonal Channel,36.918252,0.521756
Stream/Seasonal Channel,36.918056,0.521485
Stream/Seasonal Channel,36.917707,0.521033
Stream/Seasonal Channel,36.917592,0.520852
Stream/Seasonal Channel,36.917269,0.52058
Stream/Seasonal Channel,36.917143,0.52049
Stream/Seasonal Channel,36.916914,0.520309
Stream/Seasonal Channel,36.916662,0.520128
Stream/Seasonal Channel,36.916559,0.520038
Stream/Seasonal Channel,36.916251,0.519857
Stream/Seasonal Channel,36.916079,0.519676
Stream/Seasonal Channel,36.915847,0.519404
Stream/Seasonal Channel,36.915413,0.519133
Stream/Seasonal Channel,36.914921,0.518771
Stream/Seasonal Channel,36.914824,0.51841
Stream/Seasonal Channel,36.914741,0.518229
Stream/Seasonal Channel,36.914488,0.517957
Stream/Seasonal Channel,36.914147,0.517776
Stream/Seasonal Channel,36.913883,0.517596
Stream/Seasonal Channel,36.913553,0.517415
Stream/Seasonal Channel,36.939799,0.522215
Stream/Seasonal Channel,36.939742,0.522215
Stream/Seasonal Channel,36.939559,0.522125
Stream/Seasonal Channel,36.93932,0.521944
Stream/Seasonal Channel,36.939038,0.521944
Stream/Seasonal Channel,36.938709,0.521763
Stream/Seasonal Channel,36.938503,0.521672
Stream/Seasonal Channel,36.938317,0.521401
Stream/Seasonal Channel,36.937895,0.52122
Stream/Seasonal Channel,36.937476,0.521039
Stream/Seasonal Channel,36.937046,0.520949
Stream/Seasonal Channel,36.93656,0.520858
Stream/Seasonal Channel,36.936201,0.520858
Stream/Seasonal Channel,36.935843,0.521039
Stream/Seasonal Channel,36.935472,0.521038
Stream/Seasonal Channel,36.935169,0.521038
Stream/Seasonal Channel,36.934788,0.521129
Stream/Seasonal Channel,36.934363,0.521219
Stream/Seasonal Channel,36.934109,0.52149
Stream/Seasonal Channel,36.93382,0.521671
Stream/Seasonal Channel,36.933441,0.521852
Stream/Seasonal Channel,36.933232,0.522123
Stream/Seasonal Channel,36.933066,0.522213
Stream/Seasonal Channel,36.93291,0.522303
Stream/Seasonal Channel,36.932586,0.522394
Stream/Seasonal Channel,36.932183,0.522484
Stream/Seasonal Channel,36.931805,0.522755
Stream/Seasonal Channel,36.931376,0.523207
Stream/Seasonal Channel,36.931101,0.523478
Stream/Seasonal Channel,36.930858,0.523749
Stream/Seasonal Channel,36.930703,0.52384
Stream/Seasonal Channel,36.930325,0.52402
Stream/Seasonal Channel,36.929969,0.524201
Stream/Seasonal Channel,36.929805,0.524382
Stream/Seasonal Channel,36.929504,0.524563
Stream/Seasonal Channel,36.929213,0.524653
Stream/Seasonal Channel,36.928945,0.524743
Stream/Seasonal Channel,36.928588,0.524924
Stream/Seasonal Channel,36.928154,0.525105
Stream/Seasonal Channel,36.934824,0.528995
Stream/Seasonal Channel,36.934651,0.528814
Stream/Seasonal Channel,36.934501,0.528723
Stream/Seasonal Channel,36.934204,0.528452
Stream/Seasonal Channel,36.934021,0.528362
Stream/Seasonal Channel,36.933736,0.528181
Stream/Seasonal Channel,36.933508,0.528
Stream/Seasonal Channel,36.933302,0.527909
Stream/Seasonal Channel,36.93302,0.527819
Stream/Seasonal Channel,36.932885,0.527819
Stream/Seasonal Channel,36.932709,0.527547
Stream/Seasonal Channel,36.932457,0.527276
Stream/Seasonal Channel,36.932225,0.527005
Stream/Seasonal Channel,36.932013,0.526643
Stream/Seasonal Channel,36.931852,0.526462
Stream/Seasonal Channel,36.931589,0.526191
Stream/Seasonal Channel,36.931111,0.52601
Stream/Seasonal Channel,36.930771,0.525919
Stream/Seasonal Channel,36.930361,0.525738
Stream/Seasonal Channel,36.929974,0.525467
Stream/Seasonal Channel,36.929611,0.525376
Stream/Seasonal Channel,36.929158,0.525286
Stream/Seasonal Channel,36.893215,0.529342
Stream/Seasonal Channel,36.892918,0.529342
Stream/Seasonal Channel,36.892627,0.529432
Stream/Seasonal Channel,36.892273,0.529703
Stream/Seasonal Channel,36.891949,0.529884
Stream/Seasonal Channel,36.891764,0.530155
Stream/Seasonal Channel,36.891614,0.530427
Stream/Seasonal Channel,36.891453,0.530879
Stream/Seasonal Channel,36.891194,0.531421
Stream/Seasonal Channel,36.890916,0.531963
Stream/Seasonal Channel,36.890599,0.532506
Stream/Seasonal Channel,36.890429,0.532867
Stream/Seasonal Channel,36.890257,0.533319
Stream/Seasonal Channel,36.889706,0.534404
Stream/Seasonal Channel,36.88948,0.534856
Stream/Seasonal Channel,36.889298,0.535308
Stream/Seasonal Channel,36.889089,0.536031
Stream/Seasonal Channel,36.888994,0.536302
Stream/Seasonal Channel,36.888938,0.536845
Stream/Seasonal Channel,36.888867,0.537749
Stream/Seasonal Channel,36.888909,0.538111
Stream/Seasonal Channel,36.8889,0.538743
Stream/Seasonal Channel,36.8889,0.539286
Stream/Seasonal Channel,36.888914,0.539919
Stream/Seasonal Channel,36.888925,0.540461
Stream/Seasonal Channel,36.889038,0.540913
Stream/Seasonal Channel,36.889206,0.541366
Stream/Seasonal Channel,36.889329,0.541908
Stream/Seasonal Channel,36.889408,0.54236
Stream/Seasonal Channel,36.88946,0.542722
Stream/Seasonal Channel,36.889446,0.543174
Stream/Seasonal Channel,36.889301,0.543716
Stream/Seasonal Channel,36.889289,0.544168
Stream/Seasonal Channel,36.88942,0.54453
Stream/Seasonal Channel,36.889585,0.544892
Stream/Seasonal Channel,36.889706,0.545253
Stream/Seasonal Channel,36.878873,0.537384
Stream/Seasonal Channel,36.878796,0.537384
Stream/Seasonal Channel,36.878651,0.537474
Stream/Seasonal Channel,36.878014,0.537745
Stream/Seasonal Channel,36.87768,0.537835
Stream/Seasonal Channel,36.877258,0.538107
Stream/Seasonal Channel,36.876846,0.538378
Stream/Seasonal Channel,36.876277,0.538558
Stream/Seasonal Channel,36.875742,0.538829
Stream/Seasonal Channel,36.875071,0.53901
Stream/Seasonal Channel,36.874467,0.539281
Stream/Seasonal Channel,36.873874,0.539371
Stream/Seasonal Channel,36.873349,0.539552
Stream/Seasonal Channel,36.87297,0.539732
Stream/Seasonal Channel,36.872577,0.539823
Stream/Seasonal Channel,36.87223,0.539913
Stream/Seasonal Channel,36.871814,0.539913
Stream/Seasonal Channel,36.871343,0.540003
Stream/Seasonal Channel,36.870828,0.540093
Stream/Seasonal Channel,36.870198,0.540183
Stream/Seasonal Channel,36.869734,0.540002
Stream/Seasonal Channel,36.869289,0.539731
Stream/Seasonal Channel,36.868743,0.53955
Stream/Seasonal Channel,36.868175,0.539279
Stream/Seasonal Channel,36.867767,0.539188
Stream/Seasonal Channel,36.867278,0.538917
Stream/Seasonal Channel,36.866587,0.538736
Stream/Seasonal Channel,36.866009,0.538555
Stream/Seasonal Channel,36.865343,0.538464
Stream/Seasonal Channel,36.8647,0.538373
Stream/Seasonal Channel,36.86435,0.538283
Stream/Seasonal Channel,36.863575,0.538373
Stream/Seasonal Channel,36.863235,0.538373
Stream/Seasonal Channel,36.869801,0.528701
Stream/Seasonal Channel,36.869457,0.528791
Stream/Seasonal Channel,36.869259,0.528791
Stream/Seasonal Channel,36.884968,0.523553
Stream/Seasonal Channel,36.884936,0.523643
Stream/Seasonal Channel,36.884828,0.523915
Stream/Seasonal Channel,36.884309,0.524366
Stream/Seasonal Channel,36.88399,0.524728
Stream/Seasonal Channel,36.883906,0.524999
Stream/Seasonal Channel,36.883708,0.52518
Stream/Seasonal Channel,36.883275,0.525451
Stream/Seasonal Channel,36.882707,0.525813
Stream/Seasonal Channel,36.882451,0.525903
Stream/Seasonal Channel,36.881771,0.526174
Stream/Seasonal Channel,36.881193,0.526535
Stream/Seasonal Channel,36.880826,0.526716
Stream/Seasonal Channel,36.880435,0.526897
Stream/Seasonal Channel,36.879931,0.526987
Stream/Seasonal Channel,36.879213,0.527077
Stream/Seasonal Channel,36.878593,0.527077
Stream/Seasonal Channel,36.877635,0.527077
Stream/Seasonal Channel,36.877027,0.526986
Stream/Seasonal Channel,36.87633,0.526986
Stream/Seasonal Channel,36.875757,0.527076
Stream/Seasonal Channel,36.875143,0.527347
Stream/Seasonal Channel,36.874315,0.527618
Stream/Seasonal Channel,36.87373,0.527618
Stream/Seasonal Channel,36.872946,0.527798
Stream/Seasonal Channel,36.872475,0.527888
Stream/Seasonal Channel,36.87187,0.528069
Stream/Seasonal Channel,36.871222,0.52825
Stream/Seasonal Channel,36.870617,0.52834
Stream/Seasonal Channel,36.870093,0.528611
Stream/Seasonal Channel,36.875753,0.533133
Stream/Seasonal Channel,36.875626,0.532953
