Name,xcoord,ycoord
River,36.751942,0.459388
River,36.751888,0.459878
River,36.751834,0.46026
River,36.751996,0.460532
River,36.752428,0.46075
River,36.752807,0.460913
River,36.753186,0.461349
River,36.753889,0.461894
River,36.754375,0.462221
River,36.754646,0.462493
River,36.754808,0.462711
River,36.754808,0.463147
River,36.754808,0.4638
River,36.754699,0.464345
River,36.754537,0.465107
River,36.754428,0.465815
River,36.754374,0.466468
River,36.754212,0.466795
River,36.753995,0.467176
River,36.753562,0.467339
River,36.753346,0.467502
River,36.753184,0.467666
River,36.753129,0.468101
River,36.753021,0.468809
River,36.753075,0.469789
River,36.753507,0.470225
River,36.753832,0.470389
River,36.75421,0.470389
River,36.754643,0.470171
River,36.755617,0.47028
River,36.756158,0.470498
River,36.75659,0.470498
River,36.756915,0.470716
River,36.757564,0.470934
River,36.757888,0.471098
River,36.758159,0.471207
River,36.758483,0.471479
River,36.758916,0.471861
River,36.759727,0.472242
River,36.760593,0.47246
River,36.761133,0.472569
River,36.762107,0.47257
River,36.762756,0.472624
River,36.763676,0.472624
River,36.764379,0.472734
River,36.765947,0.47268
River,36.766488,0.472789
River,36.767191,0.473061
River,36.767516,0.473334
River,36.767786,0.473715
River,36.767786,0.474151
River,36.768002,0.474641
River,36.768165,0.474967
River,36.768381,0.47524
River,36.768759,0.475458
River,36.769354,0.475839
River,36.770003,0.476003
River,36.770436,0.475785
River,36.771139,0.475622
River,36.771843,0.475241
River,36.772384,0.475078
River,36.772762,0.474969
River,36.773249,0.47535
River,36.773411,0.475677
River,36.773519,0.476004
River,36.773627,0.47644
River,36.773789,0.476712
River,36.773952,0.477093
Stream/Seasonal Channel,36.915877,0.49333
Stream/Seasonal Channel,36.915776,0.49316
Stream/Seasonal Channel,36.915809,0.493092
Stream/Seasonal Channel,36.91581,0.492854
Stream/Seasonal Channel,36.915742,0.492684
Stream/Seasonal Channel,36.915573,0.492616
Stream/Seasonal Channel,36.915506,0.49248
Stream/Seasonal Channel,36.915472,0.492412
Stream/Seasonal Channel,36.915472,0.492175
Stream/Seasonal Channel,36.915439,0.491971
Stream/Seasonal Channel,36.915338,0.491767
Stream/Seasonal Channel,36.915338,0.491563
Stream/Seasonal Channel,36.915439,0.491393
Stream/Seasonal Channel,36.915439,0.491224
Stream/Seasonal Channel,36.915439,0.49119
Stream/Seasonal Channel,36.915304,0.49102
Stream/Seasonal Channel,36.915169,0.490952
Stream/Seasonal Channel,36.915068,0.490782
Stream/Seasonal Channel,36.915034,0.490578
Stream/Seasonal Channel,36.914798,0.490578
Stream/Seasonal Channel,36.914427,0.490578
Stream/Seasonal Channel,36.914191,0.490612
Stream/Seasonal Channel,36.913921,0.490578
Stream/Seasonal Channel,36.913516,0.49051
Stream/Seasonal Channel,36.913381,0.490408
Stream/Seasonal Channel,36.913246,0.490306
Stream/Seasonal Channel,36.913212,0.490102
Stream/Seasonal Channel,36.913246,0.489898
Stream/Seasonal Channel,36.913347,0.489728
Stream/Seasonal Channel,36.913314,0.489559
Stream/Seasonal Channel,36.913145,0.489457
Stream/Seasonal Channel,36.912976,0.489457
Stream/Seasonal Channel,36.912774,0.489389
Stream/Seasonal Channel,36.912673,0.489253
Stream/Seasonal Channel,36.912673,0.489083
Stream/Seasonal Channel,36.912572,0.488879
Stream/Seasonal Channel,36.912336,0.488743
Stream/Seasonal Channel,36.912032,0.488709
Stream/Seasonal Channel,36.911829,0.488777
Stream/Seasonal Channel,36.911593,0.488811
Stream/Seasonal Channel,36.91129,0.488641
Stream/Seasonal Channel,36.911053,0.488573
Stream/Seasonal Channel,36.91102,0.488403
Stream/Seasonal Channel,36.910885,0.488131
Stream/Seasonal Channel,36.910716,0.487893
Stream/Seasonal Channel,36.910649,0.487622
Stream/Seasonal Channel,36.910548,0.487384
Stream/Seasonal Channel,36.910345,0.48718
Stream/Seasonal Channel,36.910042,0.48701
Stream/Seasonal Channel,36.909502,0.486602
Stream/Seasonal Channel,36.909165,0.486602
Stream/Seasonal Channel,36.908895,0.486738
Stream/Seasonal Channel,36.908793,0.486942
Stream/Seasonal Channel,36.908827,0.48718
Stream/Seasonal Channel,36.908827,0.487315
Stream/Seasonal Channel,36.908658,0.487417
Stream/Seasonal Channel,36.908456,0.487451
Stream/Seasonal Channel,36.908321,0.487383
Stream/Seasonal Channel,36.908017,0.487349
Stream/Seasonal Channel,36.907882,0.487417
Stream/Seasonal Channel,36.907747,0.487519
Stream/Seasonal Channel,36.907612,0.487553
Stream/Seasonal Channel,36.907477,0.487553
Stream/Seasonal Channel,36.907342,0.487519
Stream/Seasonal Channel,36.907241,0.487417
Stream/Seasonal Channel,36.907106,0.487213
Stream/Seasonal Channel,36.906904,0.487077
Stream/Seasonal Channel,36.906701,0.486941
Stream/Seasonal Channel,36.906432,0.486941
Stream/Seasonal Channel,36.906128,0.486941
Stream/Seasonal Channel,36.905791,0.486669
Stream/Seasonal Channel,36.905622,0.486499
Stream/Seasonal Channel,36.905487,0.486533
Stream/Seasonal Channel,36.905352,0.486567
Stream/Seasonal Channel,36.905183,0.486567
Stream/Seasonal Channel,36.905015,0.486431
Stream/Seasonal Channel,36.905015,0.486329
Stream/Seasonal Channel,36.905048,0.486159
Stream/Seasonal Channel,36.905183,0.485922
Stream/Seasonal Channel,36.905251,0.48582
Stream/Seasonal Channel,36.905251,0.485446
Stream/Seasonal Channel,36.905251,0.485174
Stream/Seasonal Channel,36.905251,0.484937
Stream/Seasonal Channel,36.905184,0.484801
Stream/Seasonal Channel,36.905015,0.484665
Stream/Seasonal Channel,36.904813,0.484631
Stream/Seasonal Channel,36.904711,0.484631
Stream/Seasonal Channel,36.904577,0.484495
Stream/Seasonal Channel,36.904442,0.484393
Stream/Seasonal Channel,36.904138,0.484393
Stream/Seasonal Channel,36.904003,0.484461
Stream/Seasonal Channel,36.903969,0.484698
Stream/Seasonal Channel,36.903969,0.484834
Stream/Seasonal Channel,36.903834,0.484834
Stream/Seasonal Channel,36.903632,0.4848
Stream/Seasonal Channel,36.903531,0.484664
Stream/Seasonal Channel,36.903531,0.484528
Stream/Seasonal Channel,36.903261,0.484257
Stream/Seasonal Channel,36.903126,0.484155
Stream/Seasonal Channel,36.903025,0.484053
Stream/Seasonal Channel,36.903025,0.483883
Stream/Seasonal Channel,36.903092,0.483781
Stream/Seasonal Channel,36.903059,0.483679
Stream/Seasonal Channel,36.903025,0.483543
Stream/Seasonal Channel,36.902991,0.483441
Stream/Seasonal Channel,36.902924,0.483305
Stream/Seasonal Channel,36.902755,0.483204
Stream/Seasonal Channel,36.902654,0.483203
Stream/Seasonal Channel,36.902586,0.483305
Stream/Seasonal Channel,36.902519,0.483441
Stream/Seasonal Channel,36.902418,0.483475
Stream/Seasonal Channel,36.902316,0.483441
Stream/Seasonal Channel,36.902249,0.483271
Stream/Seasonal Channel,36.902215,0.483169
Stream/Seasonal Channel,36.902148,0.483067
Stream/Seasonal Channel,36.901878,0.483101
Stream/Seasonal Channel,36.901777,0.483067
Stream/Seasonal Channel,36.901777,0.482864
Stream/Seasonal Channel,36.90181,0.482694
Stream/Seasonal Channel,36.901676,0.482558
Stream/Seasonal Channel,36.901574,0.482422
Stream/Seasonal Channel,36.901473,0.482252
Stream/Seasonal Channel,36.901304,0.482116
Stream/Seasonal Channel,36.901237,0.482116
Stream/Seasonal Channel,36.90117,0.482184
Stream/Seasonal Channel,36.901001,0.482354
Stream/Seasonal Channel,36.900933,0.482422
Stream/Seasonal Channel,36.900798,0.482422
Stream/Seasonal Channel,36.900697,0.48232
Stream/Seasonal Channel,36.900562,0.482218
Stream/Seasonal Channel,36.900461,0.482184
Stream/Seasonal Channel,36.900259,0.48215
Stream/Seasonal Channel,36.900191,0.482014
Stream/Seasonal Channel,36.900022,0.481946
Stream/Seasonal Channel,36.899854,0.482014
Stream/Seasonal Channel,36.89955,0.482116
Stream/Seasonal Channel,36.899381,0.482183
Stream/Seasonal Channel,36.899246,0.482149
Stream/Seasonal Channel,36.899044,0.482048
Stream/Seasonal Channel,36.898774,0.482149
Stream/Seasonal Channel,36.898605,0.482285
Stream/Seasonal Channel,36.898437,0.482319
Stream/Seasonal Channel,36.898234,0.482319
Stream/Seasonal Channel,36.898065,0.482285
Stream/Seasonal Channel,36.897728,0.482183
Stream/Seasonal Channel,36.897559,0.482183
Stream/Seasonal Channel,36.897492,0.482319
Stream/Seasonal Channel,36.897424,0.482455
Stream/Seasonal Channel,36.897357,0.482624
Stream/Seasonal Channel,36.897222,0.482658
Stream/Seasonal Channel,36.897087,0.48259
Stream/Seasonal Channel,36.897019,0.482488
Stream/Seasonal Channel,36.896986,0.482387
Stream/Seasonal Channel,36.896885,0.482149
Stream/Seasonal Channel,36.89675,0.482047
Stream/Seasonal Channel,36.89648,0.482013
Stream/Seasonal Channel,36.896345,0.482115
Stream/Seasonal Channel,36.896277,0.482216
Stream/Seasonal Channel,36.896243,0.482318
Stream/Seasonal Channel,36.89621,0.482454
Stream/Seasonal Channel,36.896007,0.482522
Stream/Seasonal Channel,36.89594,0.48259
Stream/Seasonal Channel,36.895838,0.48276
Stream/Seasonal Channel,36.895703,0.482964
Stream/Seasonal Channel,36.895602,0.483065
Stream/Seasonal Channel,36.895467,0.482997
Stream/Seasonal Channel,36.895366,0.482963
Stream/Seasonal Channel,36.895197,0.483031
Stream/Seasonal Channel,36.894995,0.483167
Stream/Seasonal Channel,36.894893,0.483371
Stream/Seasonal Channel,36.894961,0.483541
Stream/Seasonal Channel,36.894961,0.483779
Stream/Seasonal Channel,36.894927,0.48388
Stream/Seasonal Channel,36.894826,0.48388
Stream/Seasonal Channel,36.894725,0.48388
Stream/Seasonal Channel,36.894556,0.483744
Stream/Seasonal Channel,36.89432,0.48371
Stream/Seasonal Channel,36.894016,0.483812
Stream/Seasonal Channel,36.893881,0.484016
Stream/Seasonal Channel,36.893814,0.484254
Stream/Seasonal Channel,36.893813,0.484457
Stream/Seasonal Channel,36.893712,0.484763
Stream/Seasonal Channel,36.893611,0.485001
Stream/Seasonal Channel,36.893476,0.48534
Stream/Seasonal Channel,36.893172,0.485544
Stream/Seasonal Channel,36.892868,0.485612
Stream/Seasonal Channel,36.8927,0.485544
Stream/Seasonal Channel,36.892362,0.485544
Stream/Seasonal Channel,36.892194,0.48568
Stream/Seasonal Channel,36.892092,0.48585
Stream/Seasonal Channel,36.892059,0.485985
Stream/Seasonal Channel,36.891957,0.486189
Stream/Seasonal Channel,36.891721,0.486359
Stream/Seasonal Channel,36.891417,0.486665
Stream/Seasonal Channel,36.89108,0.486834
Stream/Seasonal Channel,36.890574,0.486902
Stream/Seasonal Channel,36.890337,0.486902
Stream/Seasonal Channel,36.890068,0.486902
Stream/Seasonal Channel,36.889764,0.487072
Stream/Seasonal Channel,36.889325,0.487309
Stream/Seasonal Channel,36.88892,0.487343
Stream/Seasonal Channel,36.888482,0.487343
Stream/Seasonal Channel,36.88811,0.487411
Stream/Seasonal Channel,36.887706,0.487479
Stream/Seasonal Channel,36.934028,0.496426
Stream/Seasonal Channel,36.933927,0.496562
Stream/Seasonal Channel,36.933725,0.496732
Stream/Seasonal Channel,36.933489,0.496698
Stream/Seasonal Channel,36.933354,0.496494
Stream/Seasonal Channel,36.933354,0.496256
Stream/Seasonal Channel,36.933185,0.496188
Stream/Seasonal Channel,36.932949,0.496324
Stream/Seasonal Channel,36.93278,0.49646
Stream/Seasonal Channel,36.932746,0.496766
Stream/Seasonal Channel,36.932577,0.497105
Stream/Seasonal Channel,36.932274,0.497139
Stream/Seasonal Channel,36.932105,0.497071
Stream/Seasonal Channel,36.932004,0.497003
Stream/Seasonal Channel,36.931903,0.496765
Stream/Seasonal Channel,36.931768,0.496596
Stream/Seasonal Channel,36.931397,0.496663
Stream/Seasonal Channel,36.931228,0.496765
Stream/Seasonal Channel,36.931093,0.497003
Stream/Seasonal Channel,36.930789,0.497037
Stream/Seasonal Channel,36.930587,0.496935
Stream/Seasonal Channel,36.930452,0.496765
Stream/Seasonal Channel,36.930216,0.496697
Stream/Seasonal Channel,36.929878,0.496731
Stream/Seasonal Channel,36.929473,0.496867
Stream/Seasonal Channel,36.929136,0.497002
Stream/Seasonal Channel,36.928933,0.49724
Stream/Seasonal Channel,36.928562,0.497206
Stream/Seasonal Channel,36.928326,0.49707
Stream/Seasonal Channel,36.928225,0.496866
Stream/Seasonal Channel,36.927989,0.496662
Stream/Seasonal Channel,36.927651,0.496628
Stream/Seasonal Channel,36.927381,0.496764
Stream/Seasonal Channel,36.927145,0.496968
Stream/Seasonal Channel,36.926706,0.497036
Stream/Seasonal Channel,36.926369,0.497001
Stream/Seasonal Channel,36.9262,0.497001
