Patrol.ID,Type,Patrol.Start.Date,Patrol.End.Date,Station,Team,Mandate,Armed,Patrol.Leg.ID,Leader,Patrol.Transport.Type,Waypoint.ID,Waypoint.Date,Waypoint.Time,X,Y,Last.Modified,Last.Modified.By,Observation.Category.0,Observation.Category.1,Position.Type,Species,Total.number
SMART_001969,Ground,10-Feb-20,10-Feb-20,MRL,NPR 1,Security,No,1,Wilfred Nyausi,Vehicle,20,10-Feb-20,15:18:42,263837.1553,36791.50575,3/2/20 7:40,David Hewett,Wildlife Sightings,Live animals,NA,Plains Zebra,25
SMART_001969,Ground,10-Feb-20,10-Feb-20,MRL,NPR 1,Security,No,1,Wilfred Nyausi,Vehicle,20,10-Feb-20,15:18:42,263837.1553,36791.50575,3/2/20 7:40,David Hewett,Wildlife Sightings,Live animals,NA, Warthog,3
SMART_001969,Ground,10-Feb-20,10-Feb-20,MRL,NPR 1,Security,No,1,Wilfred Nyausi,Vehicle,20,10-Feb-20,15:18:42,263837.1553,36791.50575,3/2/20 7:40,David Hewett,Wildlife Sightings,Live animals,NA,Impala,11
SMART_001919,Ground,9-Feb-20,9-Feb-20,Mlima Ndege,Mpala,Security,No,1,Yairo Manyaas,Vehicle,6,9-Feb-20,11:26:46,266125.047,38678.69479,2/11/20 7:59,David Hewett,Wildlife Sightings,Live animals,NA,Giraffe,4
SMART_001919,Ground,9-Feb-20,9-Feb-20,Mlima Ndege,Mpala,Security,No,1,Yairo Manyaas,Vehicle,8,9-Feb-20,18:16:50,267103.9434,35382.96136,2/11/20 7:59,David Hewett,Wildlife Sightings,Live animals,NA, Elephant,2
SMART_001919,Ground,9-Feb-20,9-Feb-20,Mlima Ndege,Mpala,Security,No,1,Yairo Manyaas,Vehicle,2,9-Feb-20,10:06:00,264660.4833,37213.56654,2/11/20 7:59,David Hewett,Wildlife Sightings,Live animals,NA,Giraffe,2
SMART_001919,Ground,9-Feb-20,9-Feb-20,Mlima Ndege,Mpala,Security,No,1,Yairo Manyaas,Vehicle,7,9-Feb-20,17:11:17,262539.0385,32103.79617,2/11/20 7:59,David Hewett,Wildlife Sightings,Live animals,NA,Grant's Gazelle,2
SMART_001919,Ground,9-Feb-20,9-Feb-20,Mlima Ndege,Mpala,Security,No,1,Yairo Manyaas,Vehicle,3,9-Feb-20,10:09:16,263993.5931,36980.01473,2/11/20 7:59,David Hewett,Wildlife Sightings,Live animals,NA,Giraffe,6
SMART_001919,Ground,9-Feb-20,9-Feb-20,Mlima Ndege,Mpala,Security,No,1,Yairo Manyaas,Vehicle,4,9-Feb-20,10:18:57,262541.9887,36850.95723,2/11/20 7:59,David Hewett,Wildlife Sightings,Live animals,NA, Warthog,3
SMART_001919,Ground,9-Feb-20,9-Feb-20,Mlima Ndege,Mpala,Security,No,1,Yairo Manyaas,Vehicle,5,9-Feb-20,11:20:56,266059.7664,39359.09841,2/11/20 7:59,David Hewett,Wildlife Sightings,Live animals,NA,Grevy's Zebra,9
SMART_001906,Ground,20-Jan-20,20-Jan-20,Kiberen/Soit,Kipren ,Research,No,1,David Katarua,Motorbike,8,20-Jan-20,16:59:46,264395.5407,54813.84337,2/5/20 9:17,David Hewett,Wildlife Sightings,Live animals,NA,Impala,25
SMART_001906,Ground,20-Jan-20,20-Jan-20,Kiberen/Soit,Kipren ,Research,No,1,David Katarua,Motorbike,8,20-Jan-20,16:59:46,264395.5407,54813.84337,2/5/20 9:17,David Hewett,Wildlife Sightings,Live animals,NA,Baboon,68
SMART_001906,Ground,20-Jan-20,20-Jan-20,Kiberen/Soit,Kipren ,Research,No,1,David Katarua,Motorbike,8,20-Jan-20,16:59:46,264395.5407,54813.84337,2/5/20 9:17,David Hewett,Wildlife Sightings,Live animals,NA,Grevy's Zebra,6
SMART_001906,Ground,20-Jan-20,20-Jan-20,Kiberen/Soit,Kipren ,Research,No,1,David Katarua,Motorbike,4,20-Jan-20,12:08:54,262617.484,44945.51446,2/5/20 9:17,David Hewett,Wildlife Sightings,Live animals,NA,Giraffe,1
SMART_001906,Ground,20-Jan-20,20-Jan-20,Kiberen/Soit,Kipren ,Research,No,1,David Katarua,Motorbike,11,20-Jan-20,18:39:09,261371.9712,52078.78157,2/5/20 9:17,David Hewett,Wildlife Sightings,Live animals,NA,Giraffe,10
SMART_001906,Ground,20-Jan-20,20-Jan-20,Kiberen/Soit,Kipren ,Research,No,1,David Katarua,Motorbike,6,20-Jan-20,12:22:57,262190.6665,48148.65537,2/5/20 9:17,David Hewett,Wildlife Sightings,Live animals,NA,Plains Zebra,26
SMART_001906,Ground,20-Jan-20,20-Jan-20,Kiberen/Soit,Kipren ,Research,No,1,David Katarua,Motorbike,6,20-Jan-20,12:22:57,262190.6665,48148.65537,2/5/20 9:17,David Hewett,Wildlife Sightings,Live animals,NA,Grevy's Zebra,1
SMART_001906,Ground,20-Jan-20,20-Jan-20,Kiberen/Soit,Kipren ,Research,No,1,David Katarua,Motorbike,6,20-Jan-20,12:22:57,262190.6665,48148.65537,2/5/20 9:17,David Hewett,Wildlife Sightings,Live animals,NA,Impala,2
SMART_001906,Ground,20-Jan-20,20-Jan-20,Kiberen/Soit,Kipren ,Research,No,1,David Katarua,Motorbike,10,20-Jan-20,17:41:47,261123.5289,56254.26404,2/5/20 9:17,David Hewett,Wildlife Sightings,Live animals,NA,Impala,62
SMART_001906,Ground,20-Jan-20,20-Jan-20,Kiberen/Soit,Kipren ,Research,No,1,David Katarua,Motorbike,10,20-Jan-20,17:41:47,261123.5289,56254.26404,2/5/20 9:17,David Hewett,Wildlife Sightings,Live animals,NA,Grevy's Zebra,2
SMART_001850,Ground,19-Jan-20,19-Jan-20,Mukenya,Kikingi,Security,No,1,Tirajo Daniel Meitiaki,Motorbike,3,19-Jan-20,13:41:57,259676.1886,49814.44933,1/31/20 7:37,David Hewett,Wildlife Sightings,Live animals,NA, Elephant,7
SMART_002044,Ground,26-Mar-20,26-Mar-20,Mukenya,Kikingi,Security,No,1,Kangor Ngrish,Foot,2,26-Mar-20,6:58:28,262511.8569,44732.09237,3/30/20 8:32,David Hewett,Wildlife Sightings,Live animals,NA,Grevy's Zebra,1
SMART_002044,Ground,26-Mar-20,26-Mar-20,Mukenya,Kikingi,Security,No,1,Kangor Ngrish,Foot,3,26-Mar-20,7:09:51,262734.1259,45292.75699,3/30/20 8:32,David Hewett,Wildlife Sightings,Live animals,NA,Plains Zebra,5
SMART_002044,Ground,26-Mar-20,26-Mar-20,Mukenya,Kikingi,Security,No,1,Kangor Ngrish,Foot,3,26-Mar-20,7:09:51,262734.1259,45292.75699,3/30/20 8:32,David Hewett,Wildlife Sightings,Live animals,NA,Impala,47
SMART_002044,Ground,26-Mar-20,26-Mar-20,Mukenya,Kikingi,Security,No,1,Kangor Ngrish,Foot,3,26-Mar-20,7:09:51,262734.1259,45292.75699,3/30/20 8:32,David Hewett,Wildlife Sightings,Live animals,NA,Giraffe,1
SMART_002044,Ground,26-Mar-20,26-Mar-20,Mukenya,Kikingi,Security,No,1,Kangor Ngrish,Foot,1,26-Mar-20,6:53:59,262317.7299,44394.54742,3/30/20 8:32,David Hewett,Wildlife Sightings,Live animals,NA,Plains Zebra,14
SMART_002044,Ground,26-Mar-20,26-Mar-20,Mukenya,Kikingi,Security,No,1,Kangor Ngrish,Foot,7,26-Mar-20,14:52:06,261035.321,42636.62102,3/30/20 8:32,David Hewett,Wildlife Sightings,Live animals,NA,Vulturine guinea fowl,33
SMART_002044,Ground,26-Mar-20,26-Mar-20,Mukenya,Kikingi,Security,No,1,Kangor Ngrish,Foot,7,26-Mar-20,14:52:06,261035.321,42636.62102,3/30/20 8:32,David Hewett,Wildlife Sightings,Live animals,NA,Vulturine guinea fowl,47
SMART_002044,Ground,26-Mar-20,26-Mar-20,Mukenya,Kikingi,Security,No,1,Kangor Ngrish,Foot,6,26-Mar-20,14:44:22,260461.1154,42504.14626,3/30/20 8:32,David Hewett,Wildlife Sightings,Live animals,NA,Dik-dik,2
SMART_002044,Ground,26-Mar-20,26-Mar-20,Mukenya,Kikingi,Security,No,1,Kangor Ngrish,Foot,6,26-Mar-20,14:44:22,260461.1154,42504.14626,3/30/20 8:32,David Hewett,Wildlife Sightings,Live animals,NA,Plains Zebra,11
SMART_001867,Ground,23-Jan-20,23-Jan-20,Mlima Ndege,Mlima Ndege,Security,No,1,Dennis Saruni Lempoikai,Motorbike,2,23-Jan-20,17:30:44,269193.3411,40442.76614,1/31/20 7:42,David Hewett,Wildlife Sightings,Live animals,NA,Grevy's Zebra,1
SMART_001867,Ground,23-Jan-20,23-Jan-20,Mlima Ndege,Mlima Ndege,Security,No,1,Dennis Saruni Lempoikai,Motorbike,2,23-Jan-20,17:30:44,269193.3411,40442.76614,1/31/20 7:42,David Hewett,Wildlife Sightings,Live animals,NA,Giraffe,14
SMART_001867,Ground,23-Jan-20,23-Jan-20,Mlima Ndege,Mlima Ndege,Security,No,1,Dennis Saruni Lempoikai,Motorbike,3,23-Jan-20,17:36:58,269000.3923,39997.24486,1/31/20 7:42,David Hewett,Wildlife Sightings,Live animals,NA,Grevy's Zebra,10
SMART_001909,Ground,23-Jan-20,23-Jan-20,Kiberen/Soit,Kipren ,Research,No,1,David Katarua,Motorbike,4,23-Jan-20,10:23:33,265734.8254,38937.80416,2/5/20 9:17,David Hewett,Wildlife Sightings,Live animals,NA,Grevy's Zebra,1
SMART_001909,Ground,23-Jan-20,23-Jan-20,Kiberen/Soit,Kipren ,Research,No,1,David Katarua,Motorbike,4,23-Jan-20,10:23:33,265734.8254,38937.80416,2/5/20 9:17,David Hewett,Wildlife Sightings,Live animals,NA,Plains Zebra,3
SMART_001909,Ground,23-Jan-20,23-Jan-20,Kiberen/Soit,Kipren ,Research,No,1,David Katarua,Motorbike,2,23-Jan-20,8:31:09,268096.79,44035.3969,2/5/20 9:17,David Hewett,Wildlife Sightings,Live animals,NA,Grevy's Zebra,6
SMART_001909,Ground,23-Jan-20,23-Jan-20,Kiberen/Soit,Kipren ,Research,No,1,David Katarua,Motorbike,3,23-Jan-20,8:35:46,268416.6761,42825.08133,2/5/20 9:17,David Hewett,Wildlife Sightings,Live animals,NA,Impala,70
SMART_001909,Ground,23-Jan-20,23-Jan-20,Kiberen/Soit,Kipren ,Research,No,1,David Katarua,Motorbike,3,23-Jan-20,8:35:46,268416.6761,42825.08133,2/5/20 9:17,David Hewett,Wildlife Sightings,Live animals,NA,Grevy's Zebra,6
SMART_002025,Ground,11-Mar-20,11-Mar-20,Mlima Ndege,Mpala,Security,No,1,Yairo Manyaas,Vehicle,2,11-Mar-20,9:12:16,261016.0305,55130.83635,3/24/20 19:39,David Hewett,Wildlife Sightings,Live animals,NA,Plains Zebra,52
SMART_002025,Ground,11-Mar-20,11-Mar-20,Mlima Ndege,Mpala,Security,No,1,Yairo Manyaas,Vehicle,2,11-Mar-20,9:12:16,261016.0305,55130.83635,3/24/20 19:39,David Hewett,Wildlife Sightings,Live animals,NA,Impala,60
SMART_002025,Ground,11-Mar-20,11-Mar-20,Mlima Ndege,Mpala,Security,No,1,Yairo Manyaas,Vehicle,8,11-Mar-20,17:19:06,259919.2444,39218.93696,3/24/20 19:39,David Hewett,Wildlife Sightings,Live animals,NA,Plains Zebra,12
SMART_002025,Ground,11-Mar-20,11-Mar-20,Mlima Ndege,Mpala,Security,No,1,Yairo Manyaas,Vehicle,5,11-Mar-20,9:56:14,265714.1146,38948.21557,3/24/20 19:39,David Hewett,Wildlife Sightings,Live animals,NA, Warthog,3
SMART_002025,Ground,11-Mar-20,11-Mar-20,Mlima Ndege,Mpala,Security,No,1,Yairo Manyaas,Vehicle,5,11-Mar-20,9:56:14,265714.1146,38948.21557,3/24/20 19:39,David Hewett,Wildlife Sightings,Live animals,NA,Plains Zebra,9
SMART_002025,Ground,11-Mar-20,11-Mar-20,Mlima Ndege,Mpala,Security,No,1,Yairo Manyaas,Vehicle,4,11-Mar-20,9:32:21,261634.755,50235.47524,3/24/20 19:39,David Hewett,Wildlife Sightings,Live animals,NA,Buffalo,15
SMART_002025,Ground,11-Mar-20,11-Mar-20,Mlima Ndege,Mpala,Security,No,1,Yairo Manyaas,Vehicle,6,11-Mar-20,16:49:26,266985.0884,36517.2578,3/24/20 19:39,David Hewett,Wildlife Sightings,Live animals,NA,Grevy's Zebra,3
SMART_002025,Ground,11-Mar-20,11-Mar-20,Mlima Ndege,Mpala,Security,No,1,Yairo Manyaas,Vehicle,6,11-Mar-20,16:49:26,266985.0884,36517.2578,3/24/20 19:39,David Hewett,Wildlife Sightings,Live animals,NA,Impala,23
SMART_002025,Ground,11-Mar-20,11-Mar-20,Mlima Ndege,Mpala,Security,No,1,Yairo Manyaas,Vehicle,7,11-Mar-20,16:57:30,265247.9246,39155.07018,3/24/20 19:39,David Hewett,Wildlife Sightings,Live animals,NA,Grant's Gazelle,8
SMART_002025,Ground,11-Mar-20,11-Mar-20,Mlima Ndege,Mpala,Security,No,1,Yairo Manyaas,Vehicle,3,11-Mar-20,9:17:22,260616.5506,54759.7193,3/24/20 19:39,David Hewett,Wildlife Sightings,Live animals,NA,Impala,23
SMART_002025,Ground,11-Mar-20,11-Mar-20,Mlima Ndege,Mpala,Security,No,1,Yairo Manyaas,Vehicle,3,11-Mar-20,9:17:22,260616.5506,54759.7193,3/24/20 19:39,David Hewett,Wildlife Sightings,Live animals,NA,Plains Zebra,26
SMART_001836,Ground,11-Jan-20,11-Jan-20,Mlima Ndege,Mlima Ndege,Security,No,1,Dennis Saruni Lempoikai,Motorbike,4,11-Jan-20,12:49:33,266308.188,46090.66138,1/24/20 16:29,David Hewett,Wildlife Sightings,Live animals,NA,Gerenuk,3
SMART_001836,Ground,11-Jan-20,11-Jan-20,Mlima Ndege,Mlima Ndege,Security,No,1,Dennis Saruni Lempoikai,Motorbike,3,11-Jan-20,12:42:49,268319.0082,43453.22014,1/24/20 16:29,David Hewett,Wildlife Sightings,Live animals,NA,Plains Zebra,9
SMART_001917,Ground,7-Feb-20,7-Feb-20,Mlima Ndege,Mpala,Security,No,1,Yairo Manyaas,Vehicle,3,7-Feb-20,16:06:05,265071.4316,37121.27885,2/11/20 7:59,David Hewett,Wildlife Sightings,Live animals,NA, Elephant,5
SMART_001917,Ground,7-Feb-20,7-Feb-20,Mlima Ndege,Mpala,Security,No,1,Yairo Manyaas,Vehicle,2,7-Feb-20,13:58:35,264594.1042,46263.11359,2/11/20 7:59,David Hewett,Wildlife Sightings,Live animals,NA,Giraffe,7
SMART_001936,Ground,11-Feb-20,11-Feb-20,Mlima Ndege,Mpala,Security,No,1,Yairo Manyaas,Vehicle,5,11-Feb-20,17:33:54,264729.8605,54166.23238,2/17/20 11:21,David Hewett,Wildlife Sightings,Live animals,NA,Grant's Gazelle,45
SMART_001936,Ground,11-Feb-20,11-Feb-20,Mlima Ndege,Mpala,Security,No,1,Yairo Manyaas,Vehicle,2,11-Feb-20,15:09:38,264883.5472,39311.87719,2/17/20 11:21,David Hewett,Wildlife Sightings,Live animals,NA,Grant's Gazelle,5
SMART_001936,Ground,11-Feb-20,11-Feb-20,Mlima Ndege,Mpala,Security,No,1,Yairo Manyaas,Vehicle,3,11-Feb-20,15:13:57,263300.074,39064.5533,2/17/20 11:21,David Hewett,Wildlife Sightings,Live animals,NA, Warthog,4
SMART_001936,Ground,11-Feb-20,11-Feb-20,Mlima Ndege,Mpala,Security,No,1,Yairo Manyaas,Vehicle,4,11-Feb-20,15:41:53,264344.556,50814.33952,2/17/20 11:21,David Hewett,Wildlife Sightings,Live animals,NA,Plains Zebra,20
SMART_001936,Ground,11-Feb-20,11-Feb-20,Mlima Ndege,Mpala,Security,No,1,Yairo Manyaas,Vehicle,9,11-Feb-20,18:15:34,261915.3199,54028.46345,2/17/20 11:21,David Hewett,Wildlife Sightings,Live animals,NA,Impala,67
SMART_001936,Ground,11-Feb-20,11-Feb-20,Mlima Ndege,Mpala,Security,No,1,Yairo Manyaas,Vehicle,9,11-Feb-20,18:15:34,261915.3199,54028.46345,2/17/20 11:21,David Hewett,Wildlife Sightings,Live animals,NA,Giraffe,13
SMART_001936,Ground,11-Feb-20,11-Feb-20,Mlima Ndege,Mpala,Security,No,1,Yairo Manyaas,Vehicle,7,11-Feb-20,17:53:50,262368.2767,57333.41068,2/17/20 11:21,David Hewett,Wildlife Sightings,Live animals,NA,Grant's Gazelle,27
SMART_001936,Ground,11-Feb-20,11-Feb-20,Mlima Ndege,Mpala,Security,No,1,Yairo Manyaas,Vehicle,7,11-Feb-20,17:53:50,262368.2767,57333.41068,2/17/20 11:21,David Hewett,Wildlife Sightings,Live animals,NA,Grevy's Zebra,1
SMART_001936,Ground,11-Feb-20,11-Feb-20,Mlima Ndege,Mpala,Security,No,1,Yairo Manyaas,Vehicle,7,11-Feb-20,17:53:50,262368.2767,57333.41068,2/17/20 11:21,David Hewett,Wildlife Sightings,Live animals,NA, Warthog,3
SMART_001936,Ground,11-Feb-20,11-Feb-20,Mlima Ndege,Mpala,Security,No,1,Yairo Manyaas,Vehicle,6,11-Feb-20,17:41:23,263511.7994,54968.75381,2/17/20 11:21,David Hewett,Wildlife Sightings,Live animals,NA, Elephant,30
SMART_001936,Ground,11-Feb-20,11-Feb-20,Mlima Ndege,Mpala,Security,No,1,Yairo Manyaas,Vehicle,8,11-Feb-20,18:12:51,261640.3474,54383.51167,2/17/20 11:21,David Hewett,Wildlife Sightings,Live animals,NA, Elephant,34
SMART_001936,Ground,11-Feb-20,11-Feb-20,Mlima Ndege,Mpala,Security,No,1,Yairo Manyaas,Vehicle,8,11-Feb-20,18:12:51,261640.3474,54383.51167,2/17/20 11:21,David Hewett,Wildlife Sightings,Live animals,NA,Impala,50
SMART_001908,Ground,22-Jan-20,22-Jan-20,Kiberen/Soit,Kipren ,Research,No,1,Patrick Lomogo Lesian,Foot,4,22-Jan-20,11:11:26,264177.8468,47712.30584,2/5/20 9:17,David Hewett,Wildlife Sightings,Live animals,NA,Eland,8
SMART_001908,Ground,22-Jan-20,22-Jan-20,Kiberen/Soit,Kipren ,Research,No,1,Patrick Lomogo Lesian,Foot,2,22-Jan-20,10:22:19,264375.3538,48495.75139,2/5/20 9:17,David Hewett,Wildlife Sightings,Live animals,NA,Grevy's Zebra,4
SMART_001908,Ground,22-Jan-20,22-Jan-20,Kiberen/Soit,Kipren ,Research,No,1,Patrick Lomogo Lesian,Foot,2,22-Jan-20,10:22:19,264375.3538,48495.75139,2/5/20 9:17,David Hewett,Wildlife Sightings,Live animals,NA,Impala,6
SMART_002042,Ground,22-Mar-20,22-Mar-20,Mukenya,Kikingi,Security,No,1,Kangor Ngrish,Foot,1,22-Mar-20,6:44:17,262307.0667,43375.66761,3/30/20 8:32,David Hewett,Wildlife Sightings,Live animals,NA,Giraffe,3
SMART_002042,Ground,22-Mar-20,22-Mar-20,Mukenya,Kikingi,Security,No,1,Kangor Ngrish,Foot,1,22-Mar-20,6:44:17,262307.0667,43375.66761,3/30/20 8:32,David Hewett,Wildlife Sightings,Live animals,NA,Grevy's Zebra,1
SMART_002042,Ground,22-Mar-20,22-Mar-20,Mukenya,Kikingi,Security,No,1,Kangor Ngrish,Foot,1,22-Mar-20,6:44:17,262307.0667,43375.66761,3/30/20 8:32,David Hewett,Wildlife Sightings,Live animals,NA,Plains Zebra,14
SMART_002042,Ground,22-Mar-20,22-Mar-20,Mukenya,Kikingi,Security,No,1,Kangor Ngrish,Foot,5,22-Mar-20,7:10:13,262870.1112,45479.07163,3/30/20 8:32,David Hewett,Wildlife Sightings,Live animals,NA,Giraffe,1
SMART_002042,Ground,22-Mar-20,22-Mar-20,Mukenya,Kikingi,Security,No,1,Kangor Ngrish,Foot,3,22-Mar-20,6:53:58,262266.6538,44267.21838,3/30/20 8:32,David Hewett,Wildlife Sightings,Live animals,NA,Plains Zebra,5
SMART_002042,Ground,22-Mar-20,22-Mar-20,Mukenya,Kikingi,Security,No,1,Kangor Ngrish,Foot,3,22-Mar-20,6:53:58,262266.6538,44267.21838,3/30/20 8:32,David Hewett,Wildlife Sightings,Live animals,NA,Impala,38
SMART_002042,Ground,22-Mar-20,22-Mar-20,Mukenya,Kikingi,Security,No,1,Kangor Ngrish,Foot,6,22-Mar-20,7:19:53,262993.2589,46329.02041,3/30/20 8:32,David Hewett,Wildlife Sightings,Live animals,NA,Plains Zebra,10
SMART_002042,Ground,22-Mar-20,22-Mar-20,Mukenya,Kikingi,Security,No,1,Kangor Ngrish,Foot,6,22-Mar-20,7:19:53,262993.2589,46329.02041,3/30/20 8:32,David Hewett,Wildlife Sightings,Live animals,NA,Giraffe,4
SMART_002042,Ground,22-Mar-20,22-Mar-20,Mukenya,Kikingi,Security,No,1,Kangor Ngrish,Foot,2,22-Mar-20,6:47:58,262335.3162,43723.37696,3/30/20 8:32,David Hewett,Wildlife Sightings,Live animals,NA,Giraffe,1
SMART_002042,Ground,22-Mar-20,22-Mar-20,Mukenya,Kikingi,Security,No,1,Kangor Ngrish,Foot,2,22-Mar-20,6:47:58,262335.3162,43723.37696,3/30/20 8:32,David Hewett,Wildlife Sightings,Live animals,NA, Warthog,3
SMART_002042,Ground,22-Mar-20,22-Mar-20,Mukenya,Kikingi,Security,No,1,Kangor Ngrish,Foot,2,22-Mar-20,6:47:58,262335.3162,43723.37696,3/30/20 8:32,David Hewett,Wildlife Sightings,Live animals,NA,Impala,42
SMART_001839,Ground,15-Jan-20,15-Jan-20,Mlima Ndege,Mlima Ndege,Security,No,1,Dennis Saruni Lempoikai,Motorbike,8,15-Jan-20,11:21:06,266696.7395,45595.36884,1/24/20 16:29,David Hewett,Wildlife Sightings,Live animals,NA,Grevy's Zebra,3
SMART_001839,Ground,15-Jan-20,15-Jan-20,Mlima Ndege,Mlima Ndege,Security,No,1,Dennis Saruni Lempoikai,Motorbike,8,15-Jan-20,11:21:06,266696.7395,45595.36884,1/24/20 16:29,David Hewett,Wildlife Sightings,Live animals,NA,Impala,25
SMART_001839,Ground,15-Jan-20,15-Jan-20,Mlima Ndege,Mlima Ndege,Security,No,1,Dennis Saruni Lempoikai,Motorbike,4,15-Jan-20,10:48:51,267710.7029,38113.31391,1/24/20 16:29,David Hewett,Wildlife Sightings,Live animals,NA,Grevy's Zebra,8
SMART_001839,Ground,15-Jan-20,15-Jan-20,Mlima Ndege,Mlima Ndege,Security,No,1,Dennis Saruni Lempoikai,Motorbike,9,15-Jan-20,11:39:21,265473.9612,49449.11092,1/24/20 16:29,David Hewett,Wildlife Sightings,Live animals,NA,Giraffe,2
SMART_001839,Ground,15-Jan-20,15-Jan-20,Mlima Ndege,Mlima Ndege,Security,No,1,Dennis Saruni Lempoikai,Motorbike,7,15-Jan-20,11:07:43,269195.3557,41434.27431,1/24/20 16:29,David Hewett,Wildlife Sightings,Live animals,NA,Leopard,1
SMART_001839,Ground,15-Jan-20,15-Jan-20,Mlima Ndege,Mlima Ndege,Security,No,1,Dennis Saruni Lempoikai,Motorbike,5,15-Jan-20,10:51:29,268078.8315,38270.65899,1/24/20 16:29,David Hewett,Wildlife Sightings,Live animals,NA,Grevy's Zebra,19
SMART_001839,Ground,15-Jan-20,15-Jan-20,Mlima Ndege,Mlima Ndege,Security,No,1,Dennis Saruni Lempoikai,Motorbike,3,15-Jan-20,7:50:54,266803.5177,37239.26149,1/24/20 16:29,David Hewett,Wildlife Sightings,Live animals,NA, Elephant,5
SMART_001913,Ground,27-Jan-20,27-Jan-20,MRL,NPR 1,Security,No,1,Ramato Lemanyaas,Motorbike,3,27-Jan-20,9:53:05,265417.6815,39081.64075,2/5/20 9:17,David Hewett,Wildlife Sightings,Live animals,NA,Plains Zebra,13
SMART_001913,Ground,27-Jan-20,27-Jan-20,MRL,NPR 1,Security,No,1,Ramato Lemanyaas,Motorbike,3,27-Jan-20,9:53:05,265417.6815,39081.64075,2/5/20 9:17,David Hewett,Wildlife Sightings,Live animals,NA,Grevy's Zebra,2
SMART_001913,Ground,27-Jan-20,27-Jan-20,MRL,NPR 1,Security,No,1,Ramato Lemanyaas,Motorbike,2,27-Jan-20,9:40:10,266959.9766,37001.68521,2/5/20 9:17,David Hewett,Wildlife Sightings,Live animals,NA,Giraffe,7
SMART_001913,Ground,27-Jan-20,27-Jan-20,MRL,NPR 1,Security,No,1,Ramato Lemanyaas,Motorbike,2,27-Jan-20,9:40:10,266959.9766,37001.68521,2/5/20 9:17,David Hewett,Wildlife Sightings,Live animals,NA,Impala,14
SMART_002060,Ground,25-Mar-20,25-Mar-20,Mlima Ndege,Mlima Ndege,Security,No,1,Dennis Saruni Lempoikai,Motorbike,3,25-Mar-20,11:12:34,265357.5962,39104.09268,3/30/20 8:40,David Hewett,Wildlife Sightings,Live animals,NA,Plains Zebra,7
SMART_002060,Ground,25-Mar-20,25-Mar-20,Mlima Ndege,Mlima Ndege,Security,No,1,Dennis Saruni Lempoikai,Motorbike,5,25-Mar-20,18:00:04,267227.7104,37304.32051,3/30/20 8:40,David Hewett,Wildlife Sightings,Live animals,NA,Grevy's Zebra,7
SMART_002060,Ground,25-Mar-20,25-Mar-20,Mlima Ndege,Mlima Ndege,Security,No,1,Dennis Saruni Lempoikai,Motorbike,4,25-Mar-20,14:00:34,266954.0869,36752.12968,3/30/20 8:40,David Hewett,Wildlife Sightings,Live animals,NA, Warthog,5
SMART_001951,Ground,11-Feb-20,11-Feb-20,Mlima Ndege,Mlima Ndege,Security,No,1,Dennis Saruni Lempoikai,Motorbike,9,11-Feb-20,17:53:38,262363.7038,57334.33469,2/29/20 7:46,David Hewett,Wildlife Sightings,Live animals,NA,Grevy's Zebra,1
SMART_001951,Ground,11-Feb-20,11-Feb-20,Mlima Ndege,Mlima Ndege,Security,No,1,Dennis Saruni Lempoikai,Motorbike,9,11-Feb-20,17:53:38,262363.7038,57334.33469,2/29/20 7:46,David Hewett,Wildlife Sightings,Live animals,NA, Warthog,2
SMART_001951,Ground,11-Feb-20,11-Feb-20,Mlima Ndege,Mlima Ndege,Security,No,1,Dennis Saruni Lempoikai,Motorbike,9,11-Feb-20,17:53:38,262363.7038,57334.33469,2/29/20 7:46,David Hewett,Wildlife Sightings,Live animals,NA,Impala,27
SMART_001951,Ground,11-Feb-20,11-Feb-20,Mlima Ndege,Mlima Ndege,Security,No,1,Dennis Saruni Lempoikai,Motorbike,12,11-Feb-20,18:40:40,261027.1823,48683.1205,2/29/20 7:46,David Hewett,Wildlife Sightings,Live animals,NA,Wild dog,21
SMART_001951,Ground,11-Feb-20,11-Feb-20,Mlima Ndege,Mlima Ndege,Security,No,1,Dennis Saruni Lempoikai,Motorbike,4,11-Feb-20,15:14:35,263302.5283,39062.85152,2/29/20 7:46,David Hewett,Wildlife Sightings,Live animals,NA, Warthog,4
SMART_001951,Ground,11-Feb-20,11-Feb-20,Mlima Ndege,Mlima Ndege,Security,No,1,Dennis Saruni Lempoikai,Motorbike,8,11-Feb-20,17:42:34,263272.0219,54935.54363,2/29/20 7:46,David Hewett,Wildlife Sightings,Live animals,NA, Elephant,30
SMART_001951,Ground,11-Feb-20,11-Feb-20,Mlima Ndege,Mlima Ndege,Security,No,1,Dennis Saruni Lempoikai,Motorbike,2,11-Feb-20,15:07:07,265693.6793,38966.95652,2/29/20 7:46,David Hewett,Wildlife Sightings,Live animals,NA,Grevy's Zebra,1
SMART_001951,Ground,11-Feb-20,11-Feb-20,Mlima Ndege,Mlima Ndege,Security,No,1,Dennis Saruni Lempoikai,Motorbike,11,11-Feb-20,18:15:22,261912.3737,54038.19897,2/29/20 7:46,David Hewett,Wildlife Sightings,Live animals,NA,Giraffe,13
