"","gridID","Patrol.ID","Type","Patrol.Start.Date","Patrol.End.Date","Station","Team","Mandate","Armed","Patrol.Leg.ID","Leader","Patrol.Transport.Type","Waypoint.ID","Waypoint.Date","Waypoint.Time","Last.Modified","Last.Modified.By","Observation.Category.0","Observation.Category.1","Position.Type","Species","Total.number","river_distance","road_distance","water_distance","Number","Dam","North","East","Elevation","Storage.Estimate","Description","Estimated.Class","Permit.Needed","Freeboard..m.","Width..m.","Fetch..m.","Spillway.Width..m.","Height..m.","Water.Depth..m.","Approximate.Volume..m.3."
"228",698,"SMART_002090","Ground","4-Mar-20","4-Mar-20","Kikingi","Kikingi","Security","No",1,"Joseph Lesoyo lanet","Foot",1,"4-Mar-20","9:18:51","4/4/20 7:19","David Hewett","Wildlife Sightings","Live animals",NA,"Plains Zebra",6,142.85103033185,309.866374158859,474.000264663696,16,"Nyanja One",36931,264775,"1724","2,516","Rubble Stone ALDEV Wall","A","Maybe",0,30,68,30,3.7,"3.7","2,516"
"229",698,"SMART_001881","Ground","3-Feb-20","3-Feb-20","Kikingi","Kikingi","Security","No",1,"Joseph Lesoyo lanet","Foot",1,"3-Feb-20","8:50:44","2/4/20 7:33","David Hewett","Wildlife Sightings","Live animals",NA,"Plains Zebra",15,142.85103033185,309.866374158859,474.000264663696,16,"Nyanja One",36931,264775,"1724","2,516","Rubble Stone ALDEV Wall","A","Maybe",0,30,68,30,3.7,"3.7","2,516"
"230",698,"SMART_002087","Ground","28-Feb-20","28-Feb-20","Kikingi","Kikingi","Security","No",1,"Joseph Lesoyo lanet","Foot",5,"28-Feb-20","16:24:11","4/4/20 7:19","David Hewett","Wildlife Sightings","Live animals",NA,"Plains Zebra",53,142.85103033185,309.866374158859,474.000264663696,16,"Nyanja One",36931,264775,"1724","2,516","Rubble Stone ALDEV Wall","A","Maybe",0,30,68,30,3.7,"3.7","2,516"
"231",698,"SMART_001799","Ground","2-Jan-20","2-Jan-20","MRL","Mpala","Security","No",1,"Ramato Lemanyaas","Vehicle",11,"2-Jan-20","17:05:18","1/9/20 9:20","David Hewett","Wildlife Sightings","Live animals",NA,"Plains Zebra",19,142.85103033185,309.866374158859,474.000264663696,16,"Nyanja One",36931,264775,"1724","2,516","Rubble Stone ALDEV Wall","A","Maybe",0,30,68,30,3.7,"3.7","2,516"
"232",698,"SMART_002083","Ground","9-Feb-20","9-Feb-20","Kikingi","Kikingi","Security","No",1,"Joseph Lesoyo lanet","Foot",1,"9-Feb-20","9:21:20","4/4/20 7:19","David Hewett","Wildlife Sightings","Live animals",NA,"Plains Zebra",4,142.85103033185,309.866374158859,474.000264663696,16,"Nyanja One",36931,264775,"1724","2,516","Rubble Stone ALDEV Wall","A","Maybe",0,30,68,30,3.7,"3.7","2,516"
"233",698,"SMART_001881","Ground","3-Feb-20","3-Feb-20","Kikingi","Kikingi","Security","No",1,"Joseph Lesoyo lanet","Foot",1,"3-Feb-20","8:50:44","2/4/20 7:33","David Hewett","Wildlife Sightings","Live animals",NA,"Plains Zebra",12,142.85103033185,309.866374158859,474.000264663696,16,"Nyanja One",36931,264775,"1724","2,516","Rubble Stone ALDEV Wall","A","Maybe",0,30,68,30,3.7,"3.7","2,516"
"234",698,"SMART_002097","Ground","14-Mar-20","14-Mar-20","Kikingi","Kikingi","Security","No",1,"Lesian Chebere","Foot",1,"14-Mar-20","9:19:50","4/4/20 7:19","David Hewett","Wildlife Sightings","Live animals",NA,"Vulturine guinea fowl",36,142.85103033185,309.866374158859,474.000264663696,16,"Nyanja One",36931,264775,"1724","2,516","Rubble Stone ALDEV Wall","A","Maybe",0,30,68,30,3.7,"3.7","2,516"
"235",698,"SMART_002098","Ground","15-Mar-20","15-Mar-20","Kikingi","Kikingi","Security","No",1,"Joseph Lesoyo lanet","Foot",1,"15-Mar-20","8:58:44","4/4/20 7:19","David Hewett","Wildlife Sightings","Live animals",NA," Warthog",5,142.85103033185,309.866374158859,474.000264663696,16,"Nyanja One",36931,264775,"1724","2,516","Rubble Stone ALDEV Wall","A","Maybe",0,30,68,30,3.7,"3.7","2,516"
"236",698,"SMART_002099","Ground","16-Mar-20","16-Mar-20","Kikingi","Kikingi","Security","No",1,"Joseph Lesoyo lanet","Foot",3,"16-Mar-20","15:59:09","4/4/20 7:19","David Hewett","Wildlife Sightings","Live animals",NA,"Vulturine guinea fowl",29,142.85103033185,309.866374158859,474.000264663696,16,"Nyanja One",36931,264775,"1724","2,516","Rubble Stone ALDEV Wall","A","Maybe",0,30,68,30,3.7,"3.7","2,516"
"237",698,"SMART_002083","Ground","9-Feb-20","9-Feb-20","Kikingi","Kikingi","Security","No",1,"Joseph Lesoyo lanet","Foot",1,"9-Feb-20","9:21:20","4/4/20 7:19","David Hewett","Wildlife Sightings","Live animals",NA,"Giraffe",13,142.85103033185,309.866374158859,474.000264663696,16,"Nyanja One",36931,264775,"1724","2,516","Rubble Stone ALDEV Wall","A","Maybe",0,30,68,30,3.7,"3.7","2,516"
"238",698,"SMART_002092","Ground","6-Mar-20","6-Mar-20","Kikingi","Kikingi","Security","No",1,"Joseph Lesoyo lanet","Foot",3,"6-Mar-20","12:22:22","4/4/20 7:19","David Hewett","Wildlife Sightings","Live animals",NA,"Grant's Gazelle",7,142.85103033185,309.866374158859,474.000264663696,16,"Nyanja One",36931,264775,"1724","2,516","Rubble Stone ALDEV Wall","A","Maybe",0,30,68,30,3.7,"3.7","2,516"
"239",698,"SMART_002081","Ground","7-Feb-20","7-Feb-20","Kikingi","Kikingi","Security","No",1,"Joseph Lesoyo lanet","Foot",10,"7-Feb-20","15:02:55","4/4/20 7:19","David Hewett","Wildlife Sightings","Live animals",NA,"Plains Zebra",37,142.85103033185,309.866374158859,474.000264663696,16,"Nyanja One",36931,264775,"1724","2,516","Rubble Stone ALDEV Wall","A","Maybe",0,30,68,30,3.7,"3.7","2,516"
"240",698,"SMART_002098","Ground","15-Mar-20","15-Mar-20","Kikingi","Kikingi","Security","No",1,"Joseph Lesoyo lanet","Foot",1,"15-Mar-20","8:58:44","4/4/20 7:19","David Hewett","Wildlife Sightings","Live animals",NA,"Giraffe",6,142.85103033185,309.866374158859,474.000264663696,16,"Nyanja One",36931,264775,"1724","2,516","Rubble Stone ALDEV Wall","A","Maybe",0,30,68,30,3.7,"3.7","2,516"
"241",698,"SMART_002092","Ground","6-Mar-20","6-Mar-20","Kikingi","Kikingi","Security","No",1,"Joseph Lesoyo lanet","Foot",3,"6-Mar-20","12:22:22","4/4/20 7:19","David Hewett","Wildlife Sightings","Live animals",NA," Elephant",20,142.85103033185,309.866374158859,474.000264663696,16,"Nyanja One",36931,264775,"1724","2,516","Rubble Stone ALDEV Wall","A","Maybe",0,30,68,30,3.7,"3.7","2,516"
"242",698,"SMART_002082","Ground","8-Feb-20","8-Feb-20","Kikingi","Kikingi","Security","No",1,"Joseph Lesoyo lanet","Foot",8,"8-Feb-20","11:57:24","4/4/20 7:19","David Hewett","Wildlife Sightings","Live animals",NA,"Plains Zebra",4,142.85103033185,309.866374158859,474.000264663696,16,"Nyanja One",36931,264775,"1724","2,516","Rubble Stone ALDEV Wall","A","Maybe",0,30,68,30,3.7,"3.7","2,516"
"243",698,"SMART_002098","Ground","15-Mar-20","15-Mar-20","Kikingi","Kikingi","Security","No",1,"Joseph Lesoyo lanet","Foot",1,"15-Mar-20","8:58:44","4/4/20 7:19","David Hewett","Wildlife Sightings","Live animals",NA,"Vulturine guinea fowl",32,142.85103033185,309.866374158859,474.000264663696,16,"Nyanja One",36931,264775,"1724","2,516","Rubble Stone ALDEV Wall","A","Maybe",0,30,68,30,3.7,"3.7","2,516"
"244",698,"SMART_001881","Ground","3-Feb-20","3-Feb-20","Kikingi","Kikingi","Security","No",1,"Joseph Lesoyo lanet","Foot",1,"3-Feb-20","8:50:44","2/4/20 7:33","David Hewett","Wildlife Sightings","Live animals",NA,"Hartebeest",2,142.85103033185,309.866374158859,474.000264663696,16,"Nyanja One",36931,264775,"1724","2,516","Rubble Stone ALDEV Wall","A","Maybe",0,30,68,30,3.7,"3.7","2,516"
"245",698,"SMART_002081","Ground","7-Feb-20","7-Feb-20","Kikingi","Kikingi","Security","No",1,"Joseph Lesoyo lanet","Foot",10,"7-Feb-20","15:02:55","4/4/20 7:19","David Hewett","Wildlife Sightings","Live animals",NA,"Impala",60,142.85103033185,309.866374158859,474.000264663696,16,"Nyanja One",36931,264775,"1724","2,516","Rubble Stone ALDEV Wall","A","Maybe",0,30,68,30,3.7,"3.7","2,516"
"246",698,"SMART_002097","Ground","14-Mar-20","14-Mar-20","Kikingi","Kikingi","Security","No",1,"Lesian Chebere","Foot",1,"14-Mar-20","9:19:50","4/4/20 7:19","David Hewett","Wildlife Sightings","Live animals",NA,"Impala",37,142.85103033185,309.866374158859,474.000264663696,16,"Nyanja One",36931,264775,"1724","2,516","Rubble Stone ALDEV Wall","A","Maybe",0,30,68,30,3.7,"3.7","2,516"
"247",701,"SMART_001967","Ground","24-Feb-20","24-Feb-20","MRL","Mpala","Security","No",1,"Ramato Lemanyaas","Motorbike",1,"24-Feb-20","9:10:36","3/2/20 7:33","David Hewett","Wildlife Sightings","Live animals",NA,"Greater Kudu",5,159.254649089575,106.472875362635,895.6225050354,16,"Nyanja One",36931,264775,"1724","2,516","Rubble Stone ALDEV Wall","A","Maybe",0,30,68,30,3.7,"3.7","2,516"
"248",701,"SMART_002082","Ground","8-Feb-20","8-Feb-20","Kikingi","Kikingi","Security","No",1,"Joseph Lesoyo lanet","Foot",5,"8-Feb-20","11:12:09","4/4/20 7:19","David Hewett","Wildlife Sightings","Live animals",NA,"Buffalo",1,159.254649089575,106.472875362635,895.6225050354,16,"Nyanja One",36931,264775,"1724","2,516","Rubble Stone ALDEV Wall","A","Maybe",0,30,68,30,3.7,"3.7","2,516"
"249",701,"SMART_001967","Ground","24-Feb-20","24-Feb-20","MRL","Mpala","Security","No",1,"Ramato Lemanyaas","Motorbike",1,"24-Feb-20","9:10:36","3/2/20 7:33","David Hewett","Wildlife Sightings","Live animals",NA,"Impala",1,159.254649089575,106.472875362635,895.6225050354,16,"Nyanja One",36931,264775,"1724","2,516","Rubble Stone ALDEV Wall","A","Maybe",0,30,68,30,3.7,"3.7","2,516"
"250",701,"SMART_002082","Ground","8-Feb-20","8-Feb-20","Kikingi","Kikingi","Security","No",1,"Joseph Lesoyo lanet","Foot",5,"8-Feb-20","11:12:09","4/4/20 7:19","David Hewett","Wildlife Sightings","Live animals",NA,"Hartebeest",7,159.254649089575,106.472875362635,895.6225050354,16,"Nyanja One",36931,264775,"1724","2,516","Rubble Stone ALDEV Wall","A","Maybe",0,30,68,30,3.7,"3.7","2,516"
"251",701,"SMART_002082","Ground","8-Feb-20","8-Feb-20","Kikingi","Kikingi","Security","No",1,"Joseph Lesoyo lanet","Foot",5,"8-Feb-20","11:12:09","4/4/20 7:19","David Hewett","Wildlife Sightings","Live animals",NA,"Giraffe",3,159.254649089575,106.472875362635,895.6225050354,16,"Nyanja One",36931,264775,"1724","2,516","Rubble Stone ALDEV Wall","A","Maybe",0,30,68,30,3.7,"3.7","2,516"
"252",704,"SMART_001826","Ground","10-Jan-20","10-Jan-20","MRC","Mpala","Security","No",1,"Yairo Manyaas","Vehicle",3,"10-Jan-20","10:59:23","1/17/20 9:53","David Hewett","Wildlife Sightings","Live animals",NA,"Eland",1,78.5050193279982,265.720619029999,1438.04704071045,16,"Nyanja One",36931,264775,"1724","2,516","Rubble Stone ALDEV Wall","A","Maybe",0,30,68,30,3.7,"3.7","2,516"
"253",704,"SMART_001826","Ground","10-Jan-20","10-Jan-20","MRC","Mpala","Security","No",1,"Yairo Manyaas","Vehicle",3,"10-Jan-20","10:59:23","1/17/20 9:53","David Hewett","Wildlife Sightings","Live animals",NA,"Impala",7,78.5050193279982,265.720619029999,1438.04704071045,16,"Nyanja One",36931,264775,"1724","2,516","Rubble Stone ALDEV Wall","A","Maybe",0,30,68,30,3.7,"3.7","2,516"
"254",705,"SMART_001876","Ground","13-Jan-20","13-Jan-20","Kikingi","Kikingi","Security","No",1,"Steren Narerio","Motorbike",13,"13-Jan-20","11:06:31","1/31/20 7:44","David Hewett","Wildlife Sightings","Live animals",NA," Waterbuck",2,263.162288160324,138.489961751699,1769.17683898926,16,"Nyanja One",36931,264775,"1724","2,516","Rubble Stone ALDEV Wall","A","Maybe",0,30,68,30,3.7,"3.7","2,516"
"255",705,"SMART_001955","Ground","15-Feb-20","15-Feb-20","Mlima Ndege","Mlima Ndege","Security","No",1,"Dennis Saruni Lempoikai","Motorbike",2,"15-Feb-20","7:56:36","2/29/20 7:46","David Hewett","Wildlife Sightings","Live animals",NA,"Grevy's Zebra",1,263.162288160324,138.489961751699,1769.17683898926,16,"Nyanja One",36931,264775,"1724","2,516","Rubble Stone ALDEV Wall","A","Maybe",0,30,68,30,3.7,"3.7","2,516"
"256",705,"SMART_001962","Ground","24-Feb-20","24-Feb-20","Mlima Ndege","Mlima Ndege","Security","No",1,"Dennis Saruni Lempoikai","Motorbike",2,"24-Feb-20","14:47:53","2/29/20 7:46","David Hewett","Wildlife Sightings","Live animals",NA,"Grevy's Zebra",17,263.162288160324,138.489961751699,1769.17683898926,16,"Nyanja One",36931,264775,"1724","2,516","Rubble Stone ALDEV Wall","A","Maybe",0,30,68,30,3.7,"3.7","2,516"
"257",705,"SMART_001897","Ground","12-Jan-20","12-Jan-20","MRC","NPR 1","Security","No",1,"Eric Raipon Ererii","Vehicle",7,"12-Jan-20","8:11:06","2/5/20 9:16","David Hewett","Wildlife Sightings","Live animals",NA,"Giraffe",10,263.162288160324,138.489961751699,1769.17683898926,16,"Nyanja One",36931,264775,"1724","2,516","Rubble Stone ALDEV Wall","A","Maybe",0,30,68,30,3.7,"3.7","2,516"
"258",705,"SMART_001998","Ground","22-Feb-20","22-Feb-20","Kiberen/Soit","Kipren ","Security","No",1,"Lobun Lorinyodo","Motorbike",17,"22-Feb-20","12:18:39","3/7/20 13:43","David Hewett","Wildlife Sightings","Live animals",NA," Waterbuck",6,263.162288160324,138.489961751699,1769.17683898926,16,"Nyanja One",36931,264775,"1724","2,516","Rubble Stone ALDEV Wall","A","Maybe",0,30,68,30,3.7,"3.7","2,516"
"259",705,"SMART_001799","Ground","2-Jan-20","2-Jan-20","MRL","Mpala","Security","No",1,"Ramato Lemanyaas","Vehicle",1,"2-Jan-20","10:40:02","1/9/20 9:20","David Hewett","Wildlife Sightings","Live animals",NA,"Impala",6,263.162288160324,138.489961751699,1769.17683898926,16,"Nyanja One",36931,264775,"1724","2,516","Rubble Stone ALDEV Wall","A","Maybe",0,30,68,30,3.7,"3.7","2,516"
