"","gridID","Patrol.ID","Type","Patrol.Start.Date","Patrol.End.Date","Station","Team","Mandate","Armed","Patrol.Leg.ID","Leader","Patrol.Transport.Type","Waypoint.ID","Waypoint.Date","Waypoint.Time","Last.Modified","Last.Modified.By","Observation.Category.0","Observation.Category.1","Position.Type","Species","Total.number","river_distance","road_distance","water_distance","Number","Dam","North","East","Elevation","Storage.Estimate","Description","Estimated.Class","Permit.Needed","Freeboard..m.","Width..m.","Fetch..m.","Spillway.Width..m.","Height..m.","Water.Depth..m.","Approximate.Volume..m.3."
"11",258,"SMART_001916","Ground","6-Feb-20","6-Feb-20","Mlima Ndege","Mpala","Security","No",1,"Yairo Manyaas","Vehicle",3,"6-Feb-20","7:39:51","2/11/20 7:59","David Hewett","Wildlife Sightings","Live animals",NA,"Impala",20,389.058312797546,69.1708489865065,2345.37719970703,1,"Small High Dam",34644,264155,"1772","3,568","Straight Earth Wall, Spillway to Left when facing D/S.  Requires Dessilting","A","1",124,100,10,2.7,1.7,"3,568",""
"12",262,"SMART_001897","Ground","12-Jan-20","12-Jan-20","MRC","NPR 1","Security","No",1,"Eric Raipon Ererii","Vehicle",13,"12-Jan-20","9:19:15","2/5/20 9:16","David Hewett","Wildlife Sightings","Live animals",NA," Elephant",3,259.197986516953,120.557881895602,3154.42098144531,2,"Top Dam",34483,264512,"1765","9,792","Straight Earth Wall, Spillway to Right when Facing D/S, Small Island, ","A/B","1.5",130,167,25,4.2,2.7,"9,792",""
"13",277,"SMART_001953","Ground","13-Feb-20","13-Feb-20","Mlima Ndege","Mlima Ndege","Security","No",1,"Dennis Saruni Lempoikai","Motorbike",4,"13-Feb-20","9:13:04","2/29/20 7:46","David Hewett","Wildlife Sightings","Live animals",NA,"Oryx ",2,2125.31413696289,103.276293631792,3340.86652770996,1,"Small High Dam",34644,264155,"1772","3,568","Straight Earth Wall, Spillway to Left when facing D/S.  Requires Dessilting","A","1",124,100,10,2.7,1.7,"3,568",""
"14",277,"SMART_001953","Ground","13-Feb-20","13-Feb-20","Mlima Ndege","Mlima Ndege","Security","No",1,"Dennis Saruni Lempoikai","Motorbike",4,"13-Feb-20","9:13:04","2/29/20 7:46","David Hewett","Wildlife Sightings","Live animals",NA,"Giraffe",3,2125.31413696289,103.276293631792,3340.86652770996,1,"Small High Dam",34644,264155,"1772","3,568","Straight Earth Wall, Spillway to Left when facing D/S.  Requires Dessilting","A","1",124,100,10,2.7,1.7,"3,568",""
"15",277,"SMART_001953","Ground","13-Feb-20","13-Feb-20","Mlima Ndege","Mlima Ndege","Security","No",1,"Dennis Saruni Lempoikai","Motorbike",4,"13-Feb-20","9:13:04","2/29/20 7:46","David Hewett","Wildlife Sightings","Live animals",NA,"Plains Zebra",8,2125.31413696289,103.276293631792,3340.86652770996,1,"Small High Dam",34644,264155,"1772","3,568","Straight Earth Wall, Spillway to Left when facing D/S.  Requires Dessilting","A","1",124,100,10,2.7,1.7,"3,568",""
"16",305,"SMART_001912","Ground","26-Jan-20","26-Jan-20","MRC","Mpala","Research","No",1,"David Katarua","Motorbike",17,"26-Jan-20","14:53:58","2/5/20 9:17","David Hewett","Wildlife Sightings","Live animals",NA,"Oryx ",6,2042.01784820557,82.1799107533693,3114.3346496582,1,"Small High Dam",34644,264155,"1772","3,568","Straight Earth Wall, Spillway to Left when facing D/S.  Requires Dessilting","A","1",124,100,10,2.7,1.7,"3,568",""
"17",305,"SMART_001912","Ground","26-Jan-20","26-Jan-20","MRC","Mpala","Research","No",1,"David Katarua","Motorbike",17,"26-Jan-20","14:53:58","2/5/20 9:17","David Hewett","Wildlife Sightings","Live animals",NA,"Eland",16,2042.01784820557,82.1799107533693,3114.3346496582,1,"Small High Dam",34644,264155,"1772","3,568","Straight Earth Wall, Spillway to Left when facing D/S.  Requires Dessilting","A","1",124,100,10,2.7,1.7,"3,568",""
"18",305,"SMART_001912","Ground","26-Jan-20","26-Jan-20","MRC","Mpala","Research","No",1,"David Katarua","Motorbike",17,"26-Jan-20","14:53:58","2/5/20 9:17","David Hewett","Wildlife Sightings","Live animals",NA," Elephant",6,2042.01784820557,82.1799107533693,3114.3346496582,1,"Small High Dam",34644,264155,"1772","3,568","Straight Earth Wall, Spillway to Left when facing D/S.  Requires Dessilting","A","1",124,100,10,2.7,1.7,"3,568",""
"19",308,"SMART_002050","Ground","15-Mar-20","15-Mar-20","Mlima Ndege","Mlima Ndege","Security","No",1,"Dennis Saruni Lempoikai","Motorbike",8,"15-Mar-20","16:02:37","3/30/20 8:40","David Hewett","Wildlife Sightings","Live animals",NA,"Plains Zebra",7,865.597450256348,207.45568595171,2184.73781921387,1,"Small High Dam",34644,264155,"1772","3,568","Straight Earth Wall, Spillway to Left when facing D/S.  Requires Dessilting","A","1",124,100,10,2.7,1.7,"3,568",""
"20",311,"SMART_002066","Ground","6-Mar-20","6-Mar-20","MRC","NPR 1","Security","No",1,"Samwel Loroti","Foot",7,"6-Mar-20","12:03:36","3/30/20 10:06","David Hewett","Wildlife Sightings","Live animals",NA,"Giraffe",1,125.57318880558,145.216379148364,1592.66050384521,1,"Small High Dam",34644,264155,"1772","3,568","Straight Earth Wall, Spillway to Left when facing D/S.  Requires Dessilting","A","1",124,100,10,2.7,1.7,"3,568",""
"21",317,"SMART_002066","Ground","6-Mar-20","6-Mar-20","MRC","NPR 1","Security","No",1,"Samwel Loroti","Foot",12,"6-Mar-20","15:05:49","3/30/20 10:06","David Hewett","Wildlife Sightings","Live animals",NA,"Vulturine guinea fowl",29,77.2794568306208,71.4712775981426,2317.53145935059,2,"Top Dam",34483,264512,"1765","9,792","Straight Earth Wall, Spillway to Right when Facing D/S, Small Island, ","A/B","1.5",130,167,25,4.2,2.7,"9,792",""
"22",317,"SMART_002066","Ground","6-Mar-20","6-Mar-20","MRC","NPR 1","Security","No",1,"Samwel Loroti","Foot",12,"6-Mar-20","15:05:49","3/30/20 10:06","David Hewett","Wildlife Sightings","Live animals",NA,"Dik-dik",3,77.2794568306208,71.4712775981426,2317.53145935059,2,"Top Dam",34483,264512,"1765","9,792","Straight Earth Wall, Spillway to Right when Facing D/S, Small Island, ","A/B","1.5",130,167,25,4.2,2.7,"9,792",""
"23",318,"SMART_002047","Ground","2-Mar-20","2-Mar-20","Mlima Ndege","Mlima Ndege","Security","No",1,"Dennis Saruni Lempoikai","Motorbike",4,"2-Mar-20","12:07:09","3/30/20 8:40","David Hewett","Wildlife Sightings","Live animals",NA,"Greater Kudu",2,81.0438695520163,84.1016219598055,2638.81652709961,2,"Top Dam",34483,264512,"1765","9,792","Straight Earth Wall, Spillway to Right when Facing D/S, Small Island, ","A/B","1.5",130,167,25,4.2,2.7,"9,792",""
"24",319,"SMART_002066","Ground","6-Mar-20","6-Mar-20","MRC","NPR 1","Security","No",1,"Samwel Loroti","Foot",13,"6-Mar-20","15:20:28","3/30/20 10:06","David Hewett","Wildlife Sightings","Live animals",NA,"Giraffe",2,235.982978076935,311.98813583374,2979.22016845703,2,"Top Dam",34483,264512,"1765","9,792","Straight Earth Wall, Spillway to Right when Facing D/S, Small Island, ","A/B","1.5",130,167,25,4.2,2.7,"9,792",""
